track,artist,date,est_time,ist_time,iso_time
Lost,Maroon 5,2024-12-22,2024-12-22 02:55:49.762000-05:00,2024-12-22 13:25:49.762000+05:30,2024-12-22T07:55:49.762Z
Choo Lo,The Local Train,2024-12-22,2024-12-22 02:59:43.892000-05:00,2024-12-22 13:29:43.892000+05:30,2024-12-22T07:59:43.892Z
Мало тебя,SEREBRO,2024-12-22,2024-12-22 03:03:29.852000-05:00,2024-12-22 13:33:29.852000+05:30,2024-12-22T08:03:29.852Z
Close To You,Gracie Abrams,2024-12-22,2024-12-22 03:07:16.312000-05:00,2024-12-22 13:37:16.312000+05:30,2024-12-22T08:07:16.312Z
To My Youth,BOL4,2024-12-22,2024-12-22 03:10:59.518000-05:00,2024-12-22 13:40:59.518000+05:30,2024-12-22T08:10:59.518Z
One of the Drunks,Panic! At The Disco,2024-12-22,2024-12-22 03:14:19.010000-05:00,2024-12-22 13:44:19.010000+05:30,2024-12-22T08:14:19.010Z
Let Her Go,Passenger,2024-12-22,2024-12-22 03:18:32.198000-05:00,2024-12-22 13:48:32.198000+05:30,2024-12-22T08:18:32.198Z
Bags,Clairo,2024-12-22,2024-12-22 03:22:53.207000-05:00,2024-12-22 13:52:53.207000+05:30,2024-12-22T08:22:53.207Z
Fucked Up,Bahari,2024-12-22,2024-12-22 03:26:33.637000-05:00,2024-12-22 13:56:33.637000+05:30,2024-12-22T08:26:33.637Z
start//end,EDEN,2024-12-22,2024-12-22 03:32:08.071000-05:00,2024-12-22 14:02:08.071000+05:30,2024-12-22T08:32:08.071Z
Gravity,EDEN,2024-12-22,2024-12-22 03:35:59.070000-05:00,2024-12-22 14:05:59.070000+05:30,2024-12-22T08:35:59.070Z
That’s So True,Gracie Abrams,2024-12-22,2024-12-22 03:38:45.831000-05:00,2024-12-22 14:08:45.831000+05:30,2024-12-22T08:38:45.831Z
Igloo,KISS OF LIFE,2024-12-23,2024-12-22 21:00:11.279000-05:00,2024-12-23 07:30:11.279000+05:30,2024-12-23T02:00:11.279Z
1-800-hot-n-fun,LE SSERAFIM,2024-12-23,2024-12-22 21:03:05.203000-05:00,2024-12-23 07:33:05.203000+05:30,2024-12-23T02:03:05.203Z
EASY,LE SSERAFIM,2024-12-23,2024-12-22 21:05:50.245000-05:00,2024-12-23 07:35:50.245000+05:30,2024-12-23T02:05:50.245Z
ABCD,NAYEON,2024-12-23,2024-12-22 21:08:33.581000-05:00,2024-12-23 07:38:33.581000+05:30,2024-12-23T02:08:33.581Z
Bloom,BOL4,2024-12-23,2024-12-22 21:11:43.422000-05:00,2024-12-23 07:41:43.422000+05:30,2024-12-23T02:11:43.422Z
Algorithm,CHUNG HA,2024-12-23,2024-12-22 21:14:11.377000-05:00,2024-12-23 07:44:11.377000+05:30,2024-12-23T02:14:11.377Z
해야 (HEYA),IVE,2024-12-23,2024-12-22 21:17:21.555000-05:00,2024-12-23 07:47:21.555000+05:30,2024-12-23T02:17:21.555Z
DRIP,BABYMONSTER,2024-12-23,2024-12-22 21:20:22.882000-05:00,2024-12-23 07:50:22.882000+05:30,2024-12-23T02:20:22.882Z
UP - KARINA Solo,aespa,2024-12-23,2024-12-22 21:23:10.033000-05:00,2024-12-23 07:53:10.033000+05:30,2024-12-23T02:23:10.033Z
Imaginary Friend,ITZY,2024-12-23,2024-12-22 21:26:32.943000-05:00,2024-12-23 07:56:32.943000+05:30,2024-12-23T02:26:32.943Z
Illusion,aespa,2024-12-23,2024-12-22 21:26:47.541000-05:00,2024-12-23 07:56:47.541000+05:30,2024-12-23T02:26:47.541Z
Lock In (Feat. Destiny Rogers),"GEMINI, Destiny Rogers",2024-12-23,2024-12-22 23:41:00.832000-05:00,2024-12-23 10:11:00.832000+05:30,2024-12-23T04:41:00.832Z
Forgetting You,DAVICHI,2024-12-23,2024-12-23 02:49:36.777000-05:00,2024-12-23 13:19:36.777000+05:30,2024-12-23T07:49:36.777Z
My Love,LeeHi,2024-12-23,2024-12-23 02:53:18.186000-05:00,2024-12-23 13:23:18.186000+05:30,2024-12-23T07:53:18.186Z
Wind,Jung Seung Hwan,2024-12-23,2024-12-23 03:04:08.588000-05:00,2024-12-23 13:34:08.588000+05:30,2024-12-23T08:04:08.588Z
Will Be Back,Sunhae Im,2024-12-23,2024-12-23 03:07:35.014000-05:00,2024-12-23 13:37:35.014000+05:30,2024-12-23T08:07:35.014Z
Can You Hear My Heart,"Epik High, LeeHi",2024-12-23,2024-12-23 03:11:43.678000-05:00,2024-12-23 13:41:43.678000+05:30,2024-12-23T08:11:43.678Z
This is Mine,LEE SEUNG YOON,2024-12-23,2024-12-23 03:15:04.489000-05:00,2024-12-23 13:45:04.489000+05:30,2024-12-23T08:15:04.489Z
사랑해요,김형섭,2024-12-23,2024-12-23 03:18:23.265000-05:00,2024-12-23 13:48:23.265000+05:30,2024-12-23T08:18:23.265Z
I am firefly,Kim Ho Jeong,2024-12-23,2024-12-23 03:22:04.420000-05:00,2024-12-23 13:52:04.420000+05:30,2024-12-23T08:22:04.420Z
시간의 상처,Kim So Yeon,2024-12-23,2024-12-23 03:26:42.256000-05:00,2024-12-23 13:56:42.256000+05:30,2024-12-23T08:26:42.256Z
To Heaven,Jukjae,2024-12-23,2024-12-23 03:29:59.911000-05:00,2024-12-23 13:59:59.911000+05:30,2024-12-23T08:29:59.911Z
Can't Go,BEN,2024-12-23,2024-12-23 03:33:32.395000-05:00,2024-12-23 14:03:32.395000+05:30,2024-12-23T08:33:32.395Z
Dream,TAEYEON,2024-12-23,2024-12-23 03:37:31.607000-05:00,2024-12-23 14:07:31.607000+05:30,2024-12-23T08:37:31.607Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-23,2024-12-23 04:23:27.605000-05:00,2024-12-23 14:53:27.605000+05:30,2024-12-23T09:23:27.605Z
GODS,"League of Legends, NewJeans",2024-12-23,2024-12-23 04:27:08.992000-05:00,2024-12-23 14:57:08.992000+05:30,2024-12-23T09:27:08.992Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-23,2024-12-23 04:30:16.189000-05:00,2024-12-23 15:00:16.189000+05:30,2024-12-23T09:30:16.189Z
Strangers,Roosevelt,2024-12-23,2024-12-23 04:30:24.513000-05:00,2024-12-23 15:00:24.513000+05:30,2024-12-23T09:30:24.513Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-24,2024-12-23 19:41:51.652000-05:00,2024-12-24 06:11:51.652000+05:30,2024-12-24T00:41:51.652Z
2016 World Championship Theme,League of Legends,2024-12-24,2024-12-23 19:45:07.940000-05:00,2024-12-24 06:15:07.940000+05:30,2024-12-24T00:45:07.940Z
1-800-hot-n-fun,LE SSERAFIM,2024-12-24,2024-12-23 19:48:01.849000-05:00,2024-12-24 06:18:01.849000+05:30,2024-12-24T00:48:01.849Z
Summertime Sadness,Lana Del Rey,2024-12-24,2024-12-24 00:26:46.617000-05:00,2024-12-24 10:56:46.617000+05:30,2024-12-24T05:26:46.617Z
That’s So True,Gracie Abrams,2024-12-24,2024-12-24 00:29:33.532000-05:00,2024-12-24 10:59:33.532000+05:30,2024-12-24T05:29:33.532Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-24,2024-12-24 04:21:17.818000-05:00,2024-12-24 14:51:17.818000+05:30,2024-12-24T09:21:17.818Z
Appassionata,Bae Bo Ram,2024-12-24,2024-12-24 04:30:05.893000-05:00,2024-12-24 15:00:05.893000+05:30,2024-12-24T09:30:05.893Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-24,2024-12-24 04:32:34.393000-05:00,2024-12-24 15:02:34.393000+05:30,2024-12-24T09:32:34.393Z
Empty Space,Lim Seung Beom,2024-12-24,2024-12-24 04:36:33.965000-05:00,2024-12-24 15:06:33.965000+05:30,2024-12-24T09:36:33.965Z
Spring's Melody,Torby Brand,2024-12-24,2024-12-24 04:39:01.561000-05:00,2024-12-24 15:09:01.561000+05:30,2024-12-24T09:39:01.561Z
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-24,2024-12-24 04:43:32.517000-05:00,2024-12-24 15:13:32.517000+05:30,2024-12-24T09:43:32.517Z
"Good Luck, Babe!",Chappell Roan,2024-12-24,2024-12-24 04:47:11.423000-05:00,2024-12-24 15:17:11.423000+05:30,2024-12-24T09:47:11.423Z
Close To You,Gracie Abrams,2024-12-24,2024-12-24 04:50:57.911000-05:00,2024-12-24 15:20:57.911000+05:30,2024-12-24T09:50:57.911Z
To My Youth,BOL4,2024-12-24,2024-12-24 04:54:41.089000-05:00,2024-12-24 15:24:41.089000+05:30,2024-12-24T09:54:41.089Z
Choo Lo,The Local Train,2024-12-24,2024-12-24 04:58:35.215000-05:00,2024-12-24 15:28:35.215000+05:30,2024-12-24T09:58:35.215Z
in the dark,Bring Me The Horizon,2024-12-24,2024-12-24 05:03:06.904000-05:00,2024-12-24 15:33:06.904000+05:30,2024-12-24T10:03:06.904Z
Payphone,"Maroon 5, Wiz Khalifa",2024-12-24,2024-12-24 05:06:58.565000-05:00,2024-12-24 15:36:58.565000+05:30,2024-12-24T10:06:58.565Z
Remember That Night?,Sara Kays,2024-12-24,2024-12-24 05:10:46.307000-05:00,2024-12-24 15:40:46.307000+05:30,2024-12-24T10:10:46.307Z
Wedding Dress,TAEYANG,2024-12-24,2024-12-24 05:11:43.981000-05:00,2024-12-24 15:41:43.981000+05:30,2024-12-24T10:11:43.981Z
Forgetting You,DAVICHI,2024-12-25,2024-12-24 20:17:10.758000-05:00,2024-12-25 06:47:10.758000+05:30,2024-12-25T01:17:10.758Z
My Love,LeeHi,2024-12-25,2024-12-24 20:20:52.162000-05:00,2024-12-25 06:50:52.162000+05:30,2024-12-25T01:20:52.162Z
Wind,Jung Seung Hwan,2024-12-25,2024-12-24 20:24:30.147000-05:00,2024-12-25 06:54:30.147000+05:30,2024-12-25T01:24:30.147Z
Will Be Back,Sunhae Im,2024-12-25,2024-12-24 20:51:25.309000-05:00,2024-12-25 07:21:25.309000+05:30,2024-12-25T01:51:25.309Z
Can You Hear My Heart,"Epik High, LeeHi",2024-12-25,2024-12-24 20:55:33.824000-05:00,2024-12-25 07:25:33.824000+05:30,2024-12-25T01:55:33.824Z
This is Mine,LEE SEUNG YOON,2024-12-25,2024-12-24 20:58:54.770000-05:00,2024-12-25 07:28:54.770000+05:30,2024-12-25T01:58:54.770Z
사랑해요,김형섭,2024-12-25,2024-12-24 21:02:13.569000-05:00,2024-12-25 07:32:13.569000+05:30,2024-12-25T02:02:13.569Z
I am firefly,Kim Ho Jeong,2024-12-25,2024-12-24 21:05:54.689000-05:00,2024-12-25 07:35:54.689000+05:30,2024-12-25T02:05:54.689Z
시간의 상처,Kim So Yeon,2024-12-25,2024-12-25 00:56:25.245000-05:00,2024-12-25 11:26:25.245000+05:30,2024-12-25T05:56:25.245Z
Rat Trap,Feed Me,2024-12-25,2024-12-25 01:50:45.039000-05:00,2024-12-25 12:20:45.039000+05:30,2024-12-25T06:50:45.039Z
Bags,Clairo,2024-12-25,2024-12-25 01:55:04.686000-05:00,2024-12-25 12:25:04.686000+05:30,2024-12-25T06:55:04.686Z
Pink + White,Frank Ocean,2024-12-25,2024-12-25 02:04:20.898000-05:00,2024-12-25 12:34:20.898000+05:30,2024-12-25T07:04:20.898Z
Thinkin Bout You,Frank Ocean,2024-12-25,2024-12-25 02:09:33.366000-05:00,2024-12-25 12:39:33.366000+05:30,2024-12-25T07:09:33.366Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-25,2024-12-25 03:02:55.865000-05:00,2024-12-25 13:32:55.865000+05:30,2024-12-25T08:02:55.865Z
Ignite - 2016 League Of Legends World Championship,Zedd,2024-12-25,2024-12-25 15:12:53.956000-05:00,2024-12-26 01:42:53.956000+05:30,2024-12-25T20:12:53.956Z
RISE,"League of Legends, Mako, The Word Alive, The Glitch Mob",2024-12-25,2024-12-25 18:59:19.294000-05:00,2024-12-26 05:29:19.294000+05:30,2024-12-25T23:59:19.294Z
Legends Never Die,"League of Legends, Against The Current",2024-12-26,2024-12-25 19:03:14.796000-05:00,2024-12-26 05:33:14.796000+05:30,2024-12-26T00:03:14.796Z
Awaken,"League of Legends, Valerie Broussard, Ray Chen",2024-12-26,2024-12-25 19:06:33.430000-05:00,2024-12-26 05:36:33.430000+05:30,2024-12-26T00:06:33.430Z
Still Here,"League of Legends, Forts, 2WEI, Tiffany Aris",2024-12-26,2024-12-25 19:10:46.375000-05:00,2024-12-26 05:40:46.375000+05:30,2024-12-26T00:10:46.375Z
GODS,"League of Legends, NewJeans",2024-12-26,2024-12-25 19:12:35.821000-05:00,2024-12-26 05:42:35.821000+05:30,2024-12-26T00:12:35.821Z
GODS,"League of Legends, NewJeans",2024-12-26,2024-12-26 00:18:02.072000-05:00,2024-12-26 10:48:02.072000+05:30,2024-12-26T05:18:02.072Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-26,2024-12-26 00:20:01.734000-05:00,2024-12-26 10:50:01.734000+05:30,2024-12-26T05:20:01.734Z
2016 World Championship Theme,League of Legends,2024-12-26,2024-12-26 00:23:18.033000-05:00,2024-12-26 10:53:18.033000+05:30,2024-12-26T05:23:18.033Z
The Line (from the series Arcane League of Legends),"Twenty One Pilots, Arcane, League of Legends",2024-12-26,2024-12-26 00:26:30.536000-05:00,2024-12-26 10:56:30.536000+05:30,2024-12-26T05:26:30.536Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-26,2024-12-26 00:28:58.994000-05:00,2024-12-26 10:58:58.994000+05:30,2024-12-26T05:28:58.994Z
Warriors,Imagine Dragons,2024-12-26,2024-12-26 00:31:45.304000-05:00,2024-12-26 11:01:45.304000+05:30,2024-12-26T05:31:45.304Z
Warriors,Imagine Dragons,2024-12-26,2024-12-26 00:55:58.364000-05:00,2024-12-26 11:25:58.364000+05:30,2024-12-26T05:55:58.364Z
Phoenix,"League of Legends, Cailin Russo, Chrissy Costanza",2024-12-26,2024-12-26 00:59:16.559000-05:00,2024-12-26 11:29:16.559000+05:30,2024-12-26T05:59:16.559Z
Heavy Is the Crown,Linkin Park,2024-12-26,2024-12-26 01:02:04.056000-05:00,2024-12-26 11:32:04.056000+05:30,2024-12-26T06:02:04.056Z
That’s So True,Gracie Abrams,2024-12-26,2024-12-26 01:04:50.769000-05:00,2024-12-26 11:34:50.769000+05:30,2024-12-26T06:04:50.769Z
Heavy Is the Crown,Linkin Park,2024-12-26,2024-12-26 01:07:38.372000-05:00,2024-12-26 11:37:38.372000+05:30,2024-12-26T06:07:38.372Z
Come Play (from the series Arcane League of Legends),"Stray Kids, Young Miko, Arcane, Tom Morello, League of Legends",2024-12-26,2024-12-26 01:07:46.647000-05:00,2024-12-26 11:37:46.647000+05:30,2024-12-26T06:07:46.647Z
Bags,Clairo,2024-12-26,2024-12-26 15:19:46.196000-05:00,2024-12-27 01:49:46.196000+05:30,2024-12-26T20:19:46.196Z
Close To You,Gracie Abrams,2024-12-26,2024-12-26 15:23:32.721000-05:00,2024-12-27 01:53:32.721000+05:30,2024-12-26T20:23:32.721Z
Igloo,KISS OF LIFE,2024-12-26,2024-12-26 15:25:44.980000-05:00,2024-12-27 01:55:44.980000+05:30,2024-12-26T20:25:44.980Z
1-800-hot-n-fun,LE SSERAFIM,2024-12-26,2024-12-26 15:28:38.922000-05:00,2024-12-27 01:58:38.922000+05:30,2024-12-26T20:28:38.922Z
ABCD,NAYEON,2024-12-26,2024-12-26 15:31:22.265000-05:00,2024-12-27 02:01:22.265000+05:30,2024-12-26T20:31:22.265Z
Bloom,BOL4,2024-12-26,2024-12-26 15:34:32.170000-05:00,2024-12-27 02:04:32.170000+05:30,2024-12-26T20:34:32.170Z
That’s So True,Gracie Abrams,2024-12-26,2024-12-26 15:37:18.858000-05:00,2024-12-27 02:07:18.858000+05:30,2024-12-26T20:37:18.858Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-26,2024-12-26 15:39:47.356000-05:00,2024-12-27 02:09:47.356000+05:30,2024-12-26T20:39:47.356Z
DRIP,BABYMONSTER,2024-12-27,2024-12-26 19:27:59.037000-05:00,2024-12-27 05:57:59.037000+05:30,2024-12-27T00:27:59.037Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-27,2024-12-26 20:37:42.107000-05:00,2024-12-27 07:07:42.107000+05:30,2024-12-27T01:37:42.107Z
2016 World Championship Theme,League of Legends,2024-12-27,2024-12-26 20:40:58.413000-05:00,2024-12-27 07:10:58.413000+05:30,2024-12-27T01:40:58.413Z
1-800-hot-n-fun,LE SSERAFIM,2024-12-27,2024-12-26 20:43:52.344000-05:00,2024-12-27 07:13:52.344000+05:30,2024-12-27T01:43:52.344Z
Lost,Maroon 5,2024-12-27,2024-12-27 01:22:43.324000-05:00,2024-12-27 11:52:43.324000+05:30,2024-12-27T06:22:43.324Z
Choo Lo,The Local Train,2024-12-27,2024-12-27 01:26:37.461000-05:00,2024-12-27 11:56:37.461000+05:30,2024-12-27T06:26:37.461Z
Мало тебя,SEREBRO,2024-12-27,2024-12-27 01:30:23.425000-05:00,2024-12-27 12:00:23.425000+05:30,2024-12-27T06:30:23.425Z
Close To You,Gracie Abrams,2024-12-27,2024-12-27 01:31:04.702000-05:00,2024-12-27 12:01:04.702000+05:30,2024-12-27T06:31:04.702Z
Close To You,Gracie Abrams,2024-12-27,2024-12-27 18:44:08.775000-05:00,2024-12-28 05:14:08.775000+05:30,2024-12-27T23:44:08.775Z
To My Youth,BOL4,2024-12-27,2024-12-27 18:47:51.871000-05:00,2024-12-28 05:17:51.871000+05:30,2024-12-27T23:47:51.871Z
One of the Drunks,Panic! At The Disco,2024-12-27,2024-12-27 18:51:11.324000-05:00,2024-12-28 05:21:11.324000+05:30,2024-12-27T23:51:11.324Z
Let Her Go,Passenger,2024-12-27,2024-12-27 18:55:24.561000-05:00,2024-12-28 05:25:24.561000+05:30,2024-12-27T23:55:24.561Z
Way forward,jung jaeil,2024-12-28,2024-12-28 04:22:38.952000-05:00,2024-12-28 14:52:38.952000+05:30,2024-12-28T09:22:38.952Z
O X I,jung jaeil,2024-12-28,2024-12-28 04:25:48.730000-05:00,2024-12-28 14:55:48.730000+05:30,2024-12-28T09:25:48.730Z
Lights,Ellie Goulding,2024-12-28,2024-12-28 14:53:37.952000-05:00,2024-12-29 01:23:37.952000+05:30,2024-12-28T19:53:37.952Z
Appassionata,Bae Bo Ram,2024-12-28,2024-12-28 17:07:00.924000-05:00,2024-12-29 03:37:00.924000+05:30,2024-12-28T22:07:00.924Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-28,2024-12-28 17:09:29.352000-05:00,2024-12-29 03:39:29.352000+05:30,2024-12-28T22:09:29.352Z
Empty Space,Lim Seung Beom,2024-12-28,2024-12-28 17:13:28.963000-05:00,2024-12-29 03:43:28.963000+05:30,2024-12-28T22:13:28.963Z
Spring's Melody,Torby Brand,2024-12-28,2024-12-28 17:15:56.525000-05:00,2024-12-29 03:45:56.525000+05:30,2024-12-28T22:15:56.525Z
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-28,2024-12-28 17:47:36.662000-05:00,2024-12-29 04:17:36.662000+05:30,2024-12-28T22:47:36.662Z
Tune Jo Na Kaha,"Pritam, Mohit Chauhan, Sandeep Shrivastava, Pankaj Awasthi",2024-12-29,2024-12-29 01:27:43.276000-05:00,2024-12-29 11:57:43.276000+05:30,2024-12-29T06:27:43.276Z
Lights,Ellie Goulding,2024-12-29,2024-12-29 01:32:39.522000-05:00,2024-12-29 12:02:39.522000+05:30,2024-12-29T06:32:39.522Z
Beautiful Now,"Zedd, Jon Bellion",2024-12-29,2024-12-29 01:36:18.253000-05:00,2024-12-29 12:06:18.253000+05:30,2024-12-29T06:36:18.253Z
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-29,2024-12-29 01:38:56.434000-05:00,2024-12-29 12:08:56.434000+05:30,2024-12-29T06:38:56.434Z
2016 World Championship Theme,League of Legends,2024-12-29,2024-12-29 01:42:12.736000-05:00,2024-12-29 12:12:12.736000+05:30,2024-12-29T06:42:12.736Z
1-800-hot-n-fun,LE SSERAFIM,2024-12-29,2024-12-29 01:45:06.663000-05:00,2024-12-29 12:15:06.663000+05:30,2024-12-29T06:45:06.663Z
ABCD,NAYEON,2024-12-29,2024-12-29 01:47:50.020000-05:00,2024-12-29 12:17:50.020000+05:30,2024-12-29T06:47:50.020Z
Love You With All My Heart,Crush,2024-12-29,2024-12-29 01:51:54.727000-05:00,2024-12-29 12:21:54.727000+05:30,2024-12-29T06:51:54.727Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-29,2024-12-29 01:54:23.150000-05:00,2024-12-29 12:24:23.150000+05:30,2024-12-29T06:54:23.150Z
Dopamine - GISELLE Solo,aespa,2024-12-29,2024-12-29 01:57:37.771000-05:00,2024-12-29 12:27:37.771000+05:30,2024-12-29T06:57:37.771Z
Bloom,BOL4,2024-12-29,2024-12-29 02:00:49.606000-05:00,2024-12-29 12:30:49.606000+05:30,2024-12-29T07:00:49.606Z
Igloo,KISS OF LIFE,2024-12-29,2024-12-29 02:11:28.179000-05:00,2024-12-29 12:41:28.179000+05:30,2024-12-29T07:11:28.179Z
Lost,Maroon 5,2024-12-29,2024-12-29 02:14:21.259000-05:00,2024-12-29 12:44:21.259000+05:30,2024-12-29T07:14:21.259Z
Choo Lo,The Local Train,2024-12-29,2024-12-29 02:18:15.396000-05:00,2024-12-29 12:48:15.396000+05:30,2024-12-29T07:18:15.396Z
Мало тебя,SEREBRO,2024-12-29,2024-12-29 02:22:01.336000-05:00,2024-12-29 12:52:01.336000+05:30,2024-12-29T07:22:01.336Z
Close To You,Gracie Abrams,2024-12-29,2024-12-29 02:25:47.832000-05:00,2024-12-29 12:55:47.832000+05:30,2024-12-29T07:25:47.832Z
To My Youth,BOL4,2024-12-29,2024-12-29 02:29:31.002000-05:00,2024-12-29 12:59:31.002000+05:30,2024-12-29T07:29:31.002Z
One of the Drunks,Panic! At The Disco,2024-12-29,2024-12-29 02:32:50.456000-05:00,2024-12-29 13:02:50.456000+05:30,2024-12-29T07:32:50.456Z
Let Her Go,Passenger,2024-12-29,2024-12-29 02:37:03.681000-05:00,2024-12-29 13:07:03.681000+05:30,2024-12-29T07:37:03.681Z
Bags,Clairo,2024-12-29,2024-12-29 02:41:24.690000-05:00,2024-12-29 13:11:24.690000+05:30,2024-12-29T07:41:24.690Z
Fucked Up,Bahari,2024-12-29,2024-12-29 02:45:05.092000-05:00,2024-12-29 13:15:05.092000+05:30,2024-12-29T07:45:05.092Z
start//end,EDEN,2024-12-29,2024-12-29 02:49:14.821000-05:00,2024-12-29 13:19:14.821000+05:30,2024-12-29T07:49:14.821Z
start//end,EDEN,2024-12-29,2024-12-29 16:14:38.035000-05:00,2024-12-30 02:44:38.035000+05:30,2024-12-29T21:14:38.035Z
Gravity,EDEN,2024-12-30,2024-12-29 21:38:07.412000-05:00,2024-12-30 08:08:07.412000+05:30,2024-12-30T02:38:07.412Z
That’s So True,Gracie Abrams,2024-12-30,2024-12-29 22:56:53.906000-05:00,2024-12-30 09:26:53.906000+05:30,2024-12-30T03:56:53.906Z
Appassionata,Bae Bo Ram,2024-12-30,2024-12-30 14:45:50.681000-05:00,2024-12-31 01:15:50.681000+05:30,2024-12-30T19:45:50.681Z
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-30,2024-12-30 14:48:19.342000-05:00,2024-12-31 01:18:19.342000+05:30,2024-12-30T19:48:19.342Z
Empty Space,Lim Seung Beom,2024-12-30,2024-12-30 14:50:26.522000-05:00,2024-12-31 01:20:26.522000+05:30,2024-12-30T19:50:26.522Z
Empty Space,Lim Seung Beom,2024-12-31,2024-12-30 19:41:25.052000-05:00,2024-12-31 06:11:25.052000+05:30,2024-12-31T00:41:25.052Z
Spring's Melody,Torby Brand,2024-12-31,2024-12-30 19:43:52.608000-05:00,2024-12-31 06:13:52.608000+05:30,2024-12-31T00:43:52.608Z
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-31,2024-12-30 19:48:23.580000-05:00,2024-12-31 06:18:23.580000+05:30,2024-12-31T00:48:23.580Z
"Good Luck, Babe!",Chappell Roan,2024-12-31,2024-12-30 19:52:02.483000-05:00,2024-12-31 06:22:02.483000+05:30,2024-12-31T00:52:02.483Z
