track,artist,date,est_time,ist_time,iso_time,genre,length_ms
ABCD,NAYEON,2024-12-08,2024-12-07 22:25:14.261000-05:00,2024-12-08 08:55:14.261000+05:30,2024-12-08T03:25:14.261Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-08,2024-12-07 22:29:18.944000-05:00,2024-12-08 08:59:18.944000+05:30,2024-12-08T03:29:18.944Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-12-08,2024-12-07 22:31:47.409000-05:00,2024-12-08 09:01:47.409000+05:30,2024-12-08T03:31:47.409Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-08,2024-12-07 22:35:02.017000-05:00,2024-12-08 09:05:02.017000+05:30,2024-12-08T03:35:02.017Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-08,2024-12-07 22:38:11.862000-05:00,2024-12-08 09:08:11.862000+05:30,2024-12-08T03:38:11.862Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-08,2024-12-07 22:40:24.153000-05:00,2024-12-08 09:10:24.153000+05:30,2024-12-08T03:40:24.153Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-08,2024-12-07 22:43:17.234000-05:00,2024-12-08 09:13:17.234000+05:30,2024-12-08T03:43:17.234Z,pop,172.597
Choo Lo,The Local Train,2024-12-08,2024-12-07 22:47:11.379000-05:00,2024-12-08 09:17:11.379000+05:30,2024-12-08T03:47:11.379Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-08,2024-12-07 22:50:57.340000-05:00,2024-12-08 09:20:57.340000+05:30,2024-12-08T03:50:57.340Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-08,2024-12-07 22:54:43.794000-05:00,2024-12-08 09:24:43.794000+05:30,2024-12-08T03:54:43.794Z,alt z,225.973
To My Youth,BOL4,2024-12-08,2024-12-07 22:58:26.986000-05:00,2024-12-08 09:28:26.986000+05:30,2024-12-08T03:58:26.986Z,k-pop,222.68
One of the Drunks,Panic! At The Disco,2024-12-08,2024-12-07 23:01:46.435000-05:00,2024-12-08 09:31:46.435000+05:30,2024-12-08T04:01:46.435Z,pop,198.946
Let Her Go,Passenger,2024-12-08,2024-12-07 23:05:59.647000-05:00,2024-12-08 09:35:59.647000+05:30,2024-12-08T04:05:59.647Z,"folk-pop, neo mellow",252.733
Bags,Clairo,2024-12-08,2024-12-07 23:10:20.692000-05:00,2024-12-08 09:40:20.692000+05:30,2024-12-08T04:10:20.692Z,"bedroom pop, indie pop, pov: indie",260.519
Fucked Up,Bahari,2024-12-08,2024-12-07 23:14:01.084000-05:00,2024-12-08 09:44:01.084000+05:30,2024-12-08T04:14:01.084Z,"alt z, la pop",219.896
start//end,EDEN,2024-12-08,2024-12-07 23:19:35.523000-05:00,2024-12-08 09:49:35.523000+05:30,2024-12-08T04:19:35.523Z,indie poptimism,333.967
Gravity,EDEN,2024-12-08,2024-12-07 23:21:35.427000-05:00,2024-12-08 09:51:35.427000+05:30,2024-12-08T04:21:35.427Z,indie poptimism,230.511
Ma Meilleure Ennemie (from the series Arcane League of Legends),Arcane,2024-12-08,2024-12-08 15:27:24.306000-05:00,2024-12-09 01:57:24.306000+05:30,2024-12-08T20:27:24.306Z,"belgian pop, g-house",147.973
That’s So True,Gracie Abrams,2024-12-08,2024-12-08 15:30:11.135000-05:00,2024-12-09 02:00:11.135000+05:30,2024-12-08T20:30:11.135Z,alt z,166.3
Gravity,EDEN,2024-12-08,2024-12-08 15:34:02.103000-05:00,2024-12-09 02:04:02.103000+05:30,2024-12-08T20:34:02.103Z,indie poptimism,230.511
We Sink,SWAY,2024-12-08,2024-12-08 15:38:01.291000-05:00,2024-12-09 02:08:01.291000+05:30,2024-12-08T20:38:01.291Z,,206.97
Happy Song,MeloMance,2024-12-08,2024-12-08 15:41:58.926000-05:00,2024-12-09 02:11:58.926000+05:30,2024-12-08T20:41:58.926Z,"k-pop, korean pop",237.03
Understand,MELOH,2024-12-08,2024-12-08 15:44:39.548000-05:00,2024-12-09 02:14:39.548000+05:30,2024-12-08T20:44:39.548Z,"k-pop, korean r&b",160.104
"Me to You, You to Me",Jatanpung,2024-12-08,2024-12-08 15:48:22.881000-05:00,2024-12-09 02:18:22.881000+05:30,2024-12-08T20:48:22.881Z,classic k-pop,222.853
"Our Blues, Our Life",Lim Young Woong,2024-12-08,2024-12-08 15:51:50.765000-05:00,2024-12-09 02:21:50.765000+05:30,2024-12-08T20:51:50.765Z,trot,207.386
Your Existence,Wonstein,2024-12-08,2024-12-08 15:55:15.507000-05:00,2024-12-09 02:25:15.507000+05:30,2024-12-08T20:55:15.507Z,,204.229
Foolish Love,John Park,2024-12-08,2024-12-08 15:59:01.654000-05:00,2024-12-09 02:29:01.654000+05:30,2024-12-08T20:59:01.654Z,korean pop,225.666
시작,Gaho,2024-12-08,2024-12-08 16:02:24.616000-05:00,2024-12-09 02:32:24.616000+05:30,2024-12-08T21:02:24.616Z,k-pop,202.44
Hold Me Back,Heize,2024-12-08,2024-12-08 16:06:17.148000-05:00,2024-12-09 02:36:17.148000+05:30,2024-12-08T21:06:17.148Z,"k-pop, korean pop, korean r&b",232.026
미래,Red Velvet,2024-12-08,2024-12-08 16:09:53.518000-05:00,2024-12-09 02:39:53.518000+05:30,2024-12-08T21:09:53.518Z,"k-pop, k-pop girl group",215.88
One Person,Solji,2024-12-08,2024-12-08 17:31:17.355000-05:00,2024-12-09 04:01:17.355000+05:30,2024-12-08T22:31:17.355Z,korean pop,241.106
Return (With Yuk Jidam),WENDY,2024-12-08,2024-12-08 17:35:06.090000-05:00,2024-12-09 04:05:06.090000+05:30,2024-12-08T22:35:06.090Z,"k-pop, korean pop",228.247
2016 World Championship Theme,League of Legends,2024-12-09,2024-12-09 00:18:41.028000-05:00,2024-12-09 10:48:41.028000+05:30,2024-12-09T05:18:41.028Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-09,2024-12-09 00:21:34.997000-05:00,2024-12-09 10:51:34.997000+05:30,2024-12-09T05:21:34.997Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-09,2024-12-09 00:24:18.333000-05:00,2024-12-09 10:54:18.333000+05:30,2024-12-09T05:24:18.333Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-09,2024-12-09 00:28:23.020000-05:00,2024-12-09 10:58:23.020000+05:30,2024-12-09T05:28:23.020Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-12-09,2024-12-09 00:30:51.501000-05:00,2024-12-09 11:00:51.501000+05:30,2024-12-09T05:30:51.501Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-09,2024-12-09 00:34:06.092000-05:00,2024-12-09 11:04:06.092000+05:30,2024-12-09T05:34:06.092Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-09,2024-12-09 00:37:15.922000-05:00,2024-12-09 11:07:15.922000+05:30,2024-12-09T05:37:15.922Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-09,2024-12-09 00:39:28.217000-05:00,2024-12-09 11:09:28.217000+05:30,2024-12-09T05:39:28.217Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-09,2024-12-09 00:42:21.320000-05:00,2024-12-09 11:12:21.320000+05:30,2024-12-09T05:42:21.320Z,pop,172.597
Choo Lo,The Local Train,2024-12-09,2024-12-09 00:46:15.437000-05:00,2024-12-09 11:16:15.437000+05:30,2024-12-09T05:46:15.437Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-09,2024-12-09 00:50:01.406000-05:00,2024-12-09 11:20:01.406000+05:30,2024-12-09T05:50:01.406Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-09,2024-12-09 00:50:09.592000-05:00,2024-12-09 11:20:09.592000+05:30,2024-12-09T05:50:09.592Z,alt z,225.973
Close To You,Gracie Abrams,2024-12-09,2024-12-09 14:07:24.526000-05:00,2024-12-10 00:37:24.526000+05:30,2024-12-09T19:07:24.526Z,alt z,225.973
To My Youth,BOL4,2024-12-09,2024-12-09 14:10:43.100000-05:00,2024-12-10 00:40:43.100000+05:30,2024-12-09T19:10:43.100Z,k-pop,222.68
To My Youth,BOL4,2024-12-10,2024-12-09 20:33:42.825000-05:00,2024-12-10 07:03:42.825000+05:30,2024-12-10T01:33:42.825Z,k-pop,222.68
One of the Drunks,Panic! At The Disco,2024-12-10,2024-12-09 20:37:02.268000-05:00,2024-12-10 07:07:02.268000+05:30,2024-12-10T01:37:02.268Z,pop,198.946
Let Her Go,Passenger,2024-12-10,2024-12-09 21:00:34.892000-05:00,2024-12-10 07:30:34.892000+05:30,2024-12-10T02:00:34.892Z,"folk-pop, neo mellow",252.733
Bags,Clairo,2024-12-10,2024-12-10 02:02:08.671000-05:00,2024-12-10 12:32:08.671000+05:30,2024-12-10T07:02:08.671Z,"bedroom pop, indie pop, pov: indie",260.519
Bloom,BOL4,2024-12-10,2024-12-10 02:05:18.539000-05:00,2024-12-10 12:35:18.539000+05:30,2024-12-10T07:05:18.539Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-10,2024-12-10 02:07:30.802000-05:00,2024-12-10 12:37:30.802000+05:30,2024-12-10T07:07:30.802Z,"5th gen k-pop, k-pop girl group",131.786
Close To You,Gracie Abrams,2024-12-10,2024-12-10 02:11:17.279000-05:00,2024-12-10 12:41:17.279000+05:30,2024-12-10T07:11:17.279Z,alt z,225.973
ABCD,NAYEON,2024-12-10,2024-12-10 02:58:42.654000-05:00,2024-12-10 13:28:42.654000+05:30,2024-12-10T07:58:42.654Z,k-pop,162.84
ABCD,NAYEON,2024-12-11,2024-12-10 20:57:38.264000-05:00,2024-12-11 07:27:38.264000+05:30,2024-12-11T01:57:38.264Z,k-pop,162.84
That’s So True,Gracie Abrams,2024-12-11,2024-12-10 21:00:33.538000-05:00,2024-12-11 07:30:33.538000+05:30,2024-12-11T02:00:33.538Z,alt z,166.3
Summertime Sadness,Lana Del Rey,2024-12-11,2024-12-10 21:08:58.797000-05:00,2024-12-11 07:38:58.797000+05:30,2024-12-11T02:08:58.797Z,"art pop, pop",264.773
Cardigan Loop,OURGRND,2024-12-11,2024-12-10 21:11:03.605000-05:00,2024-12-11 07:41:03.605000+05:30,2024-12-11T02:11:03.605Z,,124.291
Solas,Jamie Duffy,2024-12-11,2024-12-10 21:14:16.669000-05:00,2024-12-11 07:44:16.669000+05:30,2024-12-11T02:14:16.669Z,,192.593
Unfair Death,Shin You Jin,2024-12-11,2024-12-10 21:19:16.618000-05:00,2024-12-11 07:49:16.618000+05:30,2024-12-11T02:19:16.618Z,korean soundtrack,226.52
Spring's Melody,Torby Brand,2024-12-11,2024-12-10 21:21:44.191000-05:00,2024-12-11 07:51:44.191000+05:30,2024-12-11T02:21:44.191Z,anime piano,147.079
ICARUS,Tony Ann,2024-12-11,2024-12-10 21:22:49.584000-05:00,2024-12-11 07:52:49.584000+05:30,2024-12-11T02:22:49.584Z,,199.467
This is Mine,LEE SEUNG YOON,2024-12-11,2024-12-11 00:45:50.243000-05:00,2024-12-11 11:15:50.243000+05:30,2024-12-11T05:45:50.243Z,korean singer-songwriter,200.307
Christmas Tree,V,2024-12-11,2024-12-11 00:49:20.693000-05:00,2024-12-11 11:19:20.693000+05:30,2024-12-11T05:49:20.693Z,"j-division, korean ost",209.946
The Only One,SOYOU,2024-12-11,2024-12-11 00:53:24.043000-05:00,2024-12-11 11:23:24.043000+05:30,2024-12-11T05:53:24.043Z,k-pop,242.826
Diamond,9duck,2024-12-11,2024-12-11 00:56:28.906000-05:00,2024-12-11 11:26:28.906000+05:30,2024-12-11T05:56:28.906Z,,184.354
"스물다섯, 스물하나",JAURIM,2024-12-11,2024-12-11 00:56:38.208000-05:00,2024-12-11 11:26:38.208000+05:30,2024-12-11T05:56:38.208Z,"k-indie, k-rock",284.72
Youth,Glass Animals,2024-12-11,2024-12-11 14:03:25.427000-05:00,2024-12-12 00:33:25.427000+05:30,2024-12-11T19:03:25.427Z,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",230.693
Waves,Luna Shadows,2024-12-11,2024-12-11 14:07:21.688000-05:00,2024-12-12 00:37:21.688000+05:30,2024-12-11T19:07:21.688Z,"alt z, indie poptimism",218.36
hertz,EDEN,2024-12-11,2024-12-11 14:10:39.970000-05:00,2024-12-12 00:40:39.970000+05:30,2024-12-11T19:10:39.970Z,indie poptimism,198.897
3 Nights,Dominic Fike,2024-12-11,2024-12-11 14:13:38.185000-05:00,2024-12-12 00:43:38.185000+05:30,2024-12-11T19:13:38.185Z,"alternative pop rock, pov: indie",177.666
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-12,2024-12-12 15:45:35.348000-05:00,2024-12-13 02:15:35.348000+05:30,2024-12-12T20:45:35.348Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-12,2024-12-12 15:48:49.955000-05:00,2024-12-13 02:18:49.955000+05:30,2024-12-12T20:48:49.955Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-12,2024-12-12 15:51:56.264000-05:00,2024-12-13 02:21:56.264000+05:30,2024-12-12T20:51:56.264Z,k-pop,189.335
To My Youth,BOL4,2024-12-12,2024-12-12 15:55:38.290000-05:00,2024-12-13 02:25:38.290000+05:30,2024-12-12T20:55:38.290Z,k-pop,222.68
You(=I),BOL4,2024-12-12,2024-12-12 15:58:28.265000-05:00,2024-12-13 02:28:28.265000+05:30,2024-12-12T20:58:28.265Z,k-pop,169.477
Galaxy,BOL4,2024-12-12,2024-12-12 15:59:11.536000-05:00,2024-12-13 02:29:11.536000+05:30,2024-12-12T20:59:11.536Z,k-pop,213.853
1-800-hot-n-fun,LE SSERAFIM,2024-12-12,2024-12-12 17:58:18.336000-05:00,2024-12-13 04:28:18.336000+05:30,2024-12-12T22:58:18.336Z,k-pop girl group,173.431
Bloom,BOL4,2024-12-12,2024-12-12 18:01:28.178000-05:00,2024-12-13 04:31:28.178000+05:30,2024-12-12T23:01:28.178Z,k-pop,189.335
DRIP,BABYMONSTER,2024-12-12,2024-12-12 18:04:29.531000-05:00,2024-12-13 04:34:29.531000+05:30,2024-12-12T23:04:29.531Z,5th gen k-pop,180.845
Igloo,KISS OF LIFE,2024-12-12,2024-12-12 18:06:41.813000-05:00,2024-12-13 04:36:41.813000+05:30,2024-12-12T23:06:41.813Z,"5th gen k-pop, k-pop girl group",131.786
Algorithm,CHUNG HA,2024-12-12,2024-12-12 18:09:09.758000-05:00,2024-12-13 04:39:09.758000+05:30,2024-12-12T23:09:09.758Z,k-pop,147.443
ABCD,NAYEON,2024-12-12,2024-12-12 18:11:53.105000-05:00,2024-12-13 04:41:53.105000+05:30,2024-12-12T23:11:53.105Z,k-pop,162.84
Dopamine - GISELLE Solo,aespa,2024-12-12,2024-12-12 18:15:07.669000-05:00,2024-12-13 04:45:07.669000+05:30,2024-12-12T23:15:07.669Z,k-pop girl group,194.093
UP - KARINA Solo,aespa,2024-12-12,2024-12-12 18:16:11.378000-05:00,2024-12-13 04:46:11.378000+05:30,2024-12-12T23:16:11.378Z,k-pop girl group,166.64
DRIP,BABYMONSTER,2024-12-13,2024-12-13 12:58:28.541000-05:00,2024-12-13 23:28:28.541000+05:30,2024-12-13T17:58:28.541Z,5th gen k-pop,180.845
That’s So True,Gracie Abrams,2024-12-13,2024-12-13 13:01:14.081000-05:00,2024-12-13 23:31:14.081000+05:30,2024-12-13T18:01:14.081Z,alt z,166.3
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-13,2024-12-13 13:03:42.553000-05:00,2024-12-13 23:33:42.553000+05:30,2024-12-13T18:03:42.553Z,"belgian pop, g-house",147.973
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",2024-12-13,2024-12-13 13:07:20.763000-05:00,2024-12-13 23:37:20.763000+05:30,2024-12-13T18:07:20.763Z,"pop, viral pop",217.706
千年之戀,F.I.R.,2024-12-13,2024-12-13 13:11:09.423000-05:00,2024-12-13 23:41:09.423000+05:30,2024-12-13T18:11:09.423Z,mandopop,228.173
Lucky Strike,Maroon 5,2024-12-13,2024-12-13 13:14:15.180000-05:00,2024-12-13 23:44:15.180000+05:30,2024-12-13T18:14:15.180Z,pop,185.293
Lost,Maroon 5,2024-12-13,2024-12-13 13:32:07.825000-05:00,2024-12-14 00:02:07.825000+05:30,2024-12-13T18:32:07.825Z,pop,172.597
Lost,Maroon 5,2024-12-13,2024-12-13 16:11:08.698000-05:00,2024-12-14 02:41:08.698000+05:30,2024-12-13T21:11:08.698Z,pop,172.597
Maneater,Nelly Furtado,2024-12-13,2024-12-13 16:15:28.034000-05:00,2024-12-14 02:45:28.034000+05:30,2024-12-13T21:15:28.034Z,"canadian latin, canadian pop, dance pop, pop",258.893
Ain't Together,King Princess,2024-12-13,2024-12-13 16:18:50.818000-05:00,2024-12-14 02:48:50.818000+05:30,2024-12-13T21:18:50.818Z,"alt z, indie pop, nyc pop",202.28
People Watching,Conan Gray,2024-12-13,2024-12-13 16:21:29.869000-05:00,2024-12-14 02:51:29.869000+05:30,2024-12-13T21:21:29.869Z,"bedroom pop, pop, pov: indie",158.536
"Good Luck, Babe!",Chappell Roan,2024-12-13,2024-12-13 16:25:08.846000-05:00,2024-12-14 02:55:08.846000+05:30,2024-12-13T21:25:08.846Z,indie pop,218.423
Legends Never Die,"League of Legends, Against The Current",2024-12-14,2024-12-14 15:26:30.980000-05:00,2024-12-15 01:56:30.980000+05:30,2024-12-14T20:26:30.980Z,"speedrun, video game music",235.0
Heavy Is the Crown,Linkin Park,2024-12-14,2024-12-14 15:28:31.539000-05:00,2024-12-15 01:58:31.539000+05:30,2024-12-14T20:28:31.539Z,"alternative metal, nu metal, post-grunge, rap metal, rock",167.012
Heavy Is the Crown,Linkin Park,2024-12-15,2024-12-14 19:56:18.909000-05:00,2024-12-15 06:26:18.909000+05:30,2024-12-15T00:56:18.909Z,"alternative metal, nu metal, post-grunge, rap metal, rock",167.012
Still Here,"League of Legends, Forts, 2WEI, Tiffany Aris",2024-12-15,2024-12-14 20:00:31.857000-05:00,2024-12-15 06:30:31.857000+05:30,2024-12-15T01:00:31.857Z,"speedrun, video game music",252.453
Ignite - 2016 League Of Legends World Championship,Zedd,2024-12-15,2024-12-14 20:03:47.821000-05:00,2024-12-15 06:33:47.821000+05:30,2024-12-15T01:03:47.821Z,"complextro, edm, german techno, pop, pop dance",195.466
The Line (from the series Arcane League of Legends),"Twenty One Pilots, Arcane, League of Legends",2024-12-15,2024-12-14 20:07:00.319000-05:00,2024-12-15 06:37:00.319000+05:30,2024-12-15T01:07:00.319Z,,192.0
Warriors,Imagine Dragons,2024-12-15,2024-12-14 20:09:50.875000-05:00,2024-12-15 06:39:50.875000+05:30,2024-12-15T01:09:50.875Z,"modern rock, pop, rock",171.04
That’s So True,Gracie Abrams,2024-12-15,2024-12-14 20:12:37.635000-05:00,2024-12-15 06:42:37.635000+05:30,2024-12-15T01:12:37.635Z,alt z,166.3
Overcompensate,Twenty One Pilots,2024-12-15,2024-12-14 20:16:34.157000-05:00,2024-12-15 06:46:34.157000+05:30,2024-12-15T01:16:34.157Z,"modern rock, pop, pov: indie, rock",236.0
Remember Me (from the series Arcane League of Legends),"Arcane, d4vd",2024-12-15,2024-12-14 20:18:36.740000-05:00,2024-12-15 06:48:36.740000+05:30,2024-12-15T01:18:36.740Z,"bedroom pop, bedroom r&b",122.053
Come Play (from the series Arcane League of Legends),"Stray Kids, Young Miko, Arcane, Tom Morello, League of Legends",2024-12-15,2024-12-14 20:21:18.915000-05:00,2024-12-15 06:51:18.915000+05:30,2024-12-15T01:21:18.915Z,"k-pop, k-pop boy group, pop",161.666
Beautiful Now,"Zedd, Jon Bellion",2024-12-15,2024-12-14 20:24:57.698000-05:00,2024-12-15 06:54:57.698000+05:30,2024-12-15T01:24:57.698Z,"complextro, edm, german techno, pop, pop dance",218.293
"Good Luck, Babe!",Chappell Roan,2024-12-15,2024-12-14 20:28:36.638000-05:00,2024-12-15 06:58:36.638000+05:30,2024-12-15T01:28:36.638Z,indie pop,218.423
1-800-hot-n-fun,LE SSERAFIM,2024-12-15,2024-12-14 20:33:50.429000-05:00,2024-12-15 07:03:50.429000+05:30,2024-12-15T01:33:50.429Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-15,2024-12-14 20:36:33.753000-05:00,2024-12-15 07:06:33.753000+05:30,2024-12-15T01:36:33.753Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-15,2024-12-14 20:40:38.449000-05:00,2024-12-15 07:10:38.449000+05:30,2024-12-15T01:40:38.449Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-15,2024-12-14 20:43:06.903000-05:00,2024-12-15 07:13:06.903000+05:30,2024-12-15T01:43:06.903Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-15,2024-12-14 20:46:21.526000-05:00,2024-12-15 07:16:21.526000+05:30,2024-12-15T01:46:21.526Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-15,2024-12-14 20:49:31.357000-05:00,2024-12-15 07:19:31.357000+05:30,2024-12-15T01:49:31.357Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-15,2024-12-14 20:51:43.647000-05:00,2024-12-15 07:21:43.647000+05:30,2024-12-15T01:51:43.647Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-15,2024-12-14 20:54:36.732000-05:00,2024-12-15 07:24:36.732000+05:30,2024-12-15T01:54:36.732Z,pop,172.597
Choo Lo,The Local Train,2024-12-15,2024-12-14 20:58:30.874000-05:00,2024-12-15 07:28:30.874000+05:30,2024-12-15T01:58:30.874Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-15,2024-12-14 21:02:16.839000-05:00,2024-12-15 07:32:16.839000+05:30,2024-12-15T02:02:16.839Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-15,2024-12-14 21:02:27.928000-05:00,2024-12-15 07:32:27.928000+05:30,2024-12-15T02:02:27.928Z,alt z,225.973
"I Love You, I Remember You",I.O.I,2024-12-15,2024-12-15 14:26:38.273000-05:00,2024-12-16 00:56:38.273000+05:30,2024-12-15T19:26:38.273Z,"k-pop, k-pop girl group, k-pop reality show",246.772
Forgetting You,DAVICHI,2024-12-15,2024-12-15 14:29:50.705000-05:00,2024-12-16 00:59:50.705000+05:30,2024-12-15T19:29:50.705Z,"k-pop, korean pop",192.43
All With You,TAEYEON,2024-12-15,2024-12-15 14:33:44.596000-05:00,2024-12-16 01:03:44.596000+05:30,2024-12-15T19:33:44.596Z,k-pop,233.939
Can You Hear My Heart,"Epik High, LeeHi",2024-12-15,2024-12-15 14:37:52.785000-05:00,2024-12-16 01:07:52.785000+05:30,2024-12-15T19:37:52.785Z,"k-pop, k-rap, korean old school hip hop",248.143
Will Be Back,Sunhae Im,2024-12-15,2024-12-15 14:41:46.079000-05:00,2024-12-16 01:11:46.079000+05:30,2024-12-15T19:41:46.079Z,"classical soprano, korean classical performance",205.946
My Love,LeeHi,2024-12-15,2024-12-15 14:45:27.003000-05:00,2024-12-16 01:15:27.003000+05:30,2024-12-15T19:45:27.003Z,k-pop,220.929
Wind,Jung Seung Hwan,2024-12-15,2024-12-15 14:49:05.007000-05:00,2024-12-16 01:19:05.007000+05:30,2024-12-15T19:49:05.007Z,korean pop,217.989
Appassionata,Bae Bo Ram,2024-12-15,2024-12-15 14:55:08.904000-05:00,2024-12-16 01:25:08.904000+05:30,2024-12-15T19:55:08.904Z,korean soundtrack,131.712
Gesture of Resistance,Kim Ji Soo,2024-12-15,2024-12-15 15:00:10.754000-05:00,2024-12-16 01:30:10.754000+05:30,2024-12-15T20:00:10.754Z,,279.796
Love of Haesu,"PARK, MIN JI, Choi Seong Geun",2024-12-15,2024-12-15 15:03:11.205000-05:00,2024-12-16 01:33:11.205000+05:30,2024-12-15T20:03:11.205Z,,180.463
Pastoral Morning,Heo Sang Eun,2024-12-15,2024-12-15 15:05:56.661000-05:00,2024-12-16 01:35:56.661000+05:30,2024-12-15T20:05:56.661Z,korean ost,165.458
Forgetting You,DAVICHI,2024-12-15,2024-12-15 15:10:49.314000-05:00,2024-12-16 01:40:49.314000+05:30,2024-12-15T20:10:49.314Z,"k-pop, korean pop",192.43
All With You,TAEYEON,2024-12-15,2024-12-15 15:14:43.224000-05:00,2024-12-16 01:44:43.224000+05:30,2024-12-15T20:14:43.224Z,k-pop,233.939
Can You Hear My Heart,"Epik High, LeeHi",2024-12-15,2024-12-15 15:18:51.404000-05:00,2024-12-16 01:48:51.404000+05:30,2024-12-15T20:18:51.404Z,"k-pop, k-rap, korean old school hip hop",248.143
A Lot Like Love,Baek A Yeon,2024-12-15,2024-12-15 15:22:14.440000-05:00,2024-12-16 01:52:14.440000+05:30,2024-12-15T20:22:14.440Z,"k-pop, korean pop",203.046
I Confess,SG Wannabe,2024-12-15,2024-12-15 15:25:54.503000-05:00,2024-12-16 01:55:54.503000+05:30,2024-12-15T20:25:54.503Z,"korean ost, korean pop",220.062
Will Be Back,Sunhae Im,2024-12-15,2024-12-15 15:26:09.508000-05:00,2024-12-16 01:56:09.508000+05:30,2024-12-15T20:26:09.508Z,"classical soprano, korean classical performance",205.946
Forgetting You,DAVICHI,2024-12-15,2024-12-15 17:23:02.785000-05:00,2024-12-16 03:53:02.785000+05:30,2024-12-15T22:23:02.785Z,"k-pop, korean pop",192.43
My Love,LeeHi,2024-12-15,2024-12-15 17:26:44.221000-05:00,2024-12-16 03:56:44.221000+05:30,2024-12-15T22:26:44.221Z,k-pop,220.929
Wind,Jung Seung Hwan,2024-12-15,2024-12-15 17:30:22.201000-05:00,2024-12-16 04:00:22.201000+05:30,2024-12-15T22:30:22.201Z,korean pop,217.989
Will Be Back,Sunhae Im,2024-12-15,2024-12-15 17:33:48.681000-05:00,2024-12-16 04:03:48.681000+05:30,2024-12-15T22:33:48.681Z,"classical soprano, korean classical performance",205.946
Can You Hear My Heart,"Epik High, LeeHi",2024-12-15,2024-12-15 17:37:57.296000-05:00,2024-12-16 04:07:57.296000+05:30,2024-12-15T22:37:57.296Z,"k-pop, k-rap, korean old school hip hop",248.143
This is Mine,LEE SEUNG YOON,2024-12-15,2024-12-15 17:41:18.095000-05:00,2024-12-16 04:11:18.095000+05:30,2024-12-15T22:41:18.095Z,korean singer-songwriter,200.307
Will Be Back,Sunhae Im,2024-12-15,2024-12-15 18:48:17.348000-05:00,2024-12-16 05:18:17.348000+05:30,2024-12-15T23:48:17.348Z,"classical soprano, korean classical performance",205.946
Can You Hear My Heart,"Epik High, LeeHi",2024-12-16,2024-12-15 19:31:12.682000-05:00,2024-12-16 06:01:12.682000+05:30,2024-12-16T00:31:12.682Z,"k-pop, k-rap, korean old school hip hop",248.143
Appassionata,Bae Bo Ram,2024-12-16,2024-12-16 15:04:18.636000-05:00,2024-12-17 01:34:18.636000+05:30,2024-12-16T20:04:18.636Z,korean soundtrack,131.712
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-16,2024-12-16 15:06:47.135000-05:00,2024-12-17 01:36:47.135000+05:30,2024-12-16T20:06:47.135Z,"belgian pop, g-house",147.973
Empty Space,Lim Seung Beom,2024-12-16,2024-12-16 15:10:46.719000-05:00,2024-12-17 01:40:46.719000+05:30,2024-12-16T20:10:46.719Z,korean soundtrack,239.108
