track,artist,date,est_time,ist_time,iso_time,genre,length_ms
Carnival x Fein,offtopic,2024-11-30,2024-11-29 19:24:24.900000-05:00,2024-11-30 05:54:24.900000+05:30,2024-11-30T00:24:24.900Z,,126.671
Main Titles,Ramin Djawadi,2024-11-30,2024-11-29 19:31:37.622000-05:00,2024-11-30 06:01:37.622000+05:30,2024-11-30T00:31:37.622Z,"german soundtrack, orchestral soundtrack, scorecore, soundtrack",111.208
Idea 10,Gibran Alcocer,2024-11-30,2024-11-29 19:33:46.153000-05:00,2024-11-30 06:03:46.153000+05:30,2024-11-30T00:33:46.153Z,ambient lo-fi,152.0
Light of the Seven,Ramin Djawadi,2024-11-30,2024-11-29 19:43:35.816000-05:00,2024-11-30 06:13:35.816000+05:30,2024-11-30T00:43:35.816Z,"german soundtrack, orchestral soundtrack, scorecore, soundtrack",589.094
ICARUS,Tony Ann,2024-11-30,2024-11-29 19:46:55.735000-05:00,2024-11-30 06:16:55.735000+05:30,2024-11-30T00:46:55.735Z,,199.467
Interstellar - Main Theme -Trailer Version Extended (2014),The Meridian Studio Ensemble,2024-11-30,2024-11-29 19:51:02.417000-05:00,2024-11-30 06:21:02.417000+05:30,2024-11-30T00:51:02.417Z,,246.138
Main Title Theme - Westworld,Ramin Djawadi,2024-11-30,2024-11-29 19:52:44.335000-05:00,2024-11-30 06:22:44.335000+05:30,2024-11-30T00:52:44.335Z,"german soundtrack, orchestral soundtrack, scorecore, soundtrack",101.461
Experience,Ludovico Einaudi,2024-11-30,2024-11-29 19:58:39.267000-05:00,2024-11-30 06:28:39.267000+05:30,2024-11-30T00:58:39.267Z,"compositional ambient, neo-classical",312.853
Remember Me (from the series Arcane League of Legends),d4vd,2024-11-30,2024-11-30 00:41:07.783000-05:00,2024-11-30 11:11:07.783000+05:30,2024-11-30T05:41:07.783Z,"bedroom pop, bedroom r&b",122.053
Come Play (from the series Arcane League of Legends),Stray Kids,2024-11-30,2024-11-30 00:46:00.922000-05:00,2024-11-30 11:16:00.922000+05:30,2024-11-30T05:46:00.922Z,"k-pop, k-pop boy group, pop",161.666
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-11-30,2024-11-30 18:05:15.555000-05:00,2024-12-01 04:35:15.555000+05:30,2024-11-30T23:05:15.555Z,"belgian pop, g-house",147.973
Rat Trap,Feed Me,2024-11-30,2024-11-30 18:38:34.196000-05:00,2024-12-01 05:08:34.196000+05:30,2024-11-30T23:38:34.196Z,"brostep, complextro, edm, electro house, filthstep",228.094
Renegades,X Ambassadors,2024-11-30,2024-11-30 18:43:46.720000-05:00,2024-12-01 05:13:46.720000+05:30,2024-11-30T23:43:46.720Z,"modern alternative rock, modern rock, stomp pop",195.2
MIDDLE OF THE NIGHT,Elley Duhé,2024-11-30,2024-11-30 18:48:29.146000-05:00,2024-12-01 05:18:29.146000+05:30,2024-11-30T23:48:29.146Z,alt z,184.447
All Night (feat. Saweetie),IVE,2024-12-01,2024-11-30 20:30:01.844000-05:00,2024-12-01 07:00:01.844000+05:30,2024-12-01T01:30:01.844Z,k-pop girl group,197.763
Escape (feat. Hayla),Kx5,2024-12-01,2024-11-30 20:34:02.776000-05:00,2024-12-01 07:04:02.776000+05:30,2024-12-01T01:34:02.776Z,melodic house,240.445
I Don't Wanna Know,Punctual,2024-12-01,2024-11-30 20:37:19.075000-05:00,2024-12-01 07:07:19.075000+05:30,2024-12-01T01:37:19.075Z,"pop dance, uk dance",165.093
Lost with You,Far Out,2024-12-01,2024-11-30 20:41:26.936000-05:00,2024-12-01 07:11:26.936000+05:30,2024-12-01T01:41:26.936Z,"melodic dubstep, pop edm, traprun",247.383
projector,EDEN,2024-12-01,2024-12-01 11:57:23.325000-05:00,2024-12-01 22:27:23.325000+05:30,2024-12-01T16:57:23.325Z,indie poptimism,222.222
hertz,EDEN,2024-12-01,2024-12-01 12:01:35.604000-05:00,2024-12-01 22:31:35.604000+05:30,2024-12-01T17:01:35.604Z,indie poptimism,198.897
static,EDEN,2024-12-01,2024-12-01 12:02:19.326000-05:00,2024-12-01 22:32:19.326000+05:30,2024-12-01T17:02:19.326Z,indie poptimism,48.921
No Lie,Sean Paul,2024-12-01,2024-12-01 12:21:12.031000-05:00,2024-12-01 22:51:12.031000+05:30,2024-12-01T17:21:12.031Z,"dance pop, dancehall, pop, pop rap",221.176
BALL & CHAIN,Ramzoid,2024-12-01,2024-12-01 16:51:12.137000-05:00,2024-12-02 03:21:12.137000+05:30,2024-12-01T21:51:12.137Z,"future bass, gaming edm",205.146
This Is What You Came For,Calvin Harris,2024-12-01,2024-12-01 16:54:54.718000-05:00,2024-12-02 03:24:54.718000+05:30,2024-12-01T21:54:54.718Z,"dance pop, edm, electro house, house, pop, progressive house, uk dance",222.16
In the Name of Love,Martin Garrix,2024-12-01,2024-12-01 16:58:10.955000-05:00,2024-12-02 03:28:10.955000+05:30,2024-12-01T21:58:10.955Z,"dutch edm, edm, pop, pop dance, progressive house",195.706
Whiplash,aespa,2024-12-01,2024-12-01 17:05:45.717000-05:00,2024-12-02 03:35:45.717000+05:30,2024-12-01T22:05:45.717Z,k-pop girl group,183.226
To My Youth,BOL4,2024-12-02,2024-12-01 22:24:36.691000-05:00,2024-12-02 08:54:36.691000+05:30,2024-12-02T03:24:36.691Z,k-pop,222.68
All Night (feat. Saweetie),IVE,2024-12-02,2024-12-01 22:47:41.166000-05:00,2024-12-02 09:17:41.166000+05:30,2024-12-02T03:47:41.166Z,k-pop girl group,197.763
Escape (feat. Hayla),Kx5,2024-12-02,2024-12-01 22:51:57.566000-05:00,2024-12-02 09:21:57.566000+05:30,2024-12-02T03:51:57.566Z,melodic house,240.445
Slow Down,Chase Atlantic,2024-12-02,2024-12-01 22:57:38.132000-05:00,2024-12-02 09:27:38.132000+05:30,2024-12-02T03:57:38.132Z,alternative r&b,212.093
Close To You,Gracie Abrams,2024-12-02,2024-12-01 23:02:09.230000-05:00,2024-12-02 09:32:09.230000+05:30,2024-12-02T04:02:09.230Z,alt z,225.973
Imaginary Friend,ITZY,2024-12-02,2024-12-01 23:05:32.171000-05:00,2024-12-02 09:35:32.171000+05:30,2024-12-02T04:05:32.171Z,"k-pop, k-pop girl group",202.429
UP - KARINA Solo,aespa,2024-12-02,2024-12-01 23:08:19.334000-05:00,2024-12-02 09:38:19.334000+05:30,2024-12-02T04:08:19.334Z,k-pop girl group,166.64
Together,Noel,2024-12-04,2024-12-03 20:41:23.622000-05:00,2024-12-04 07:11:23.622000+05:30,2024-12-04T01:41:23.622Z,korean pop,272.144
Where Is Dream,10CM,2024-12-04,2024-12-03 20:44:27.440000-05:00,2024-12-04 07:14:27.440000+05:30,2024-12-04T01:44:27.440Z,"indie korea, k-pop",183.32
Reset (feat. Jinsil),Tiger JK,2024-12-04,2024-12-03 20:48:30.906000-05:00,2024-12-04 07:18:30.906000+05:30,2024-12-04T01:48:30.906Z,k-rap,242.952
Don't worry,Lee Juck,2024-12-04,2024-12-03 20:52:23.073000-05:00,2024-12-04 07:22:23.073000+05:30,2024-12-04T01:52:23.073Z,korean pop,231.696
"Me to You, You to Me",Jatanpung,2024-12-04,2024-12-03 20:56:06.439000-05:00,2024-12-04 07:26:06.439000+05:30,2024-12-04T01:56:06.439Z,classic k-pop,222.853
Can't Go,BEN,2024-12-04,2024-12-03 20:59:38.940000-05:00,2024-12-04 07:29:38.940000+05:30,2024-12-04T01:59:38.940Z,pop,158.027
One Person,Solji,2024-12-04,2024-12-03 21:03:40.565000-05:00,2024-12-04 07:33:40.565000+05:30,2024-12-04T02:03:40.565Z,korean pop,241.106
To My Youth,BOL4,2024-12-04,2024-12-03 22:25:54.997000-05:00,2024-12-04 08:55:54.997000+05:30,2024-12-04T03:25:54.997Z,k-pop,222.68
Diamond,9duck,2024-12-04,2024-12-03 22:28:59.858000-05:00,2024-12-04 08:58:59.858000+05:30,2024-12-04T03:28:59.858Z,,184.354
시간의 상처,Kim So Yeon,2024-12-04,2024-12-03 22:33:37.868000-05:00,2024-12-04 09:03:37.868000+05:30,2024-12-04T03:33:37.868Z,,277.502
Ride Or Die,Kei,2024-12-04,2024-12-03 22:37:08.435000-05:00,2024-12-04 09:07:08.435000+05:30,2024-12-04T03:37:08.435Z,,210.12
사랑해요,김형섭,2024-12-04,2024-12-03 22:40:27.301000-05:00,2024-12-04 09:10:27.301000+05:30,2024-12-04T03:40:27.301Z,,198.321
I'm Missing You,Sunjae,2024-12-04,2024-12-03 22:43:30.063000-05:00,2024-12-04 09:13:30.063000+05:30,2024-12-04T03:43:30.063Z,korean ost,182.272
Fallin',Isaac Hong,2024-12-04,2024-12-03 22:47:47.128000-05:00,2024-12-04 09:17:47.128000+05:30,2024-12-04T03:47:47.128Z,korean superband,256.573
Christmas Tree,V,2024-12-04,2024-12-03 22:51:17.574000-05:00,2024-12-04 09:21:17.574000+05:30,2024-12-04T03:51:17.574Z,"j-division, korean ost",209.946
Our Beloved Summer,Kim Kyung Hee,2024-12-04,2024-12-03 22:54:30.557000-05:00,2024-12-04 09:24:30.557000+05:30,2024-12-04T03:54:30.557Z,korean ost,192.466
ONCE AGAIN,WINTER,2024-12-04,2024-12-03 22:57:20.936000-05:00,2024-12-04 09:27:20.936000+05:30,2024-12-04T03:57:20.936Z,k-pop,169.893
Rain and You,Lee Mujin,2024-12-04,2024-12-03 23:01:43.910000-05:00,2024-12-04 09:31:43.910000+05:30,2024-12-04T04:01:43.910Z,,262.482
Let Me Show You,N.Flying,2024-12-04,2024-12-03 23:04:49.425000-05:00,2024-12-04 09:34:49.425000+05:30,2024-12-04T04:04:49.425Z,"k-pop, k-pop boy group, k-rock",185.0
Fall Down,Safira.K,2024-12-04,2024-12-03 23:09:01.261000-05:00,2024-12-04 09:39:01.261000+05:30,2024-12-04T04:09:01.261Z,korean ost,251.364
Love You With All My Heart,Crush,2024-12-04,2024-12-03 23:13:05.985000-05:00,2024-12-04 09:43:05.985000+05:30,2024-12-04T04:13:05.985Z,"k-pop, korean r&b",244.186
Maybe if,BIBI,2024-12-04,2024-12-03 23:16:36.075000-05:00,2024-12-04 09:46:36.075000+05:30,2024-12-04T04:16:36.075Z,"k-pop, korean r&b",209.6
Top or Cliff,KIMSEJEONG,2024-12-04,2024-12-03 23:20:18.309000-05:00,2024-12-04 09:50:18.309000+05:30,2024-12-04T04:20:18.309Z,,221.746
미래,Red Velvet,2024-12-04,2024-12-03 23:23:54.698000-05:00,2024-12-04 09:53:54.698000+05:30,2024-12-04T04:23:54.698Z,"k-pop, k-pop girl group",215.88
Drawer,10CM,2024-12-04,2024-12-03 23:27:52.462000-05:00,2024-12-04 09:57:52.462000+05:30,2024-12-04T04:27:52.462Z,"indie korea, k-pop",237.266
Last Chance,So Soo Bin,2024-12-04,2024-12-03 23:32:01.672000-05:00,2024-12-04 10:02:01.672000+05:30,2024-12-04T04:32:01.672Z,korean r&b,248.706
Dream,TAEYEON,2024-12-04,2024-12-03 23:36:00.863000-05:00,2024-12-04 10:06:00.863000+05:30,2024-12-04T04:36:00.863Z,k-pop,238.693
Hello,Sohyang,2024-12-04,2024-12-03 23:40:05.560000-05:00,2024-12-04 10:10:05.560000+05:30,2024-12-04T04:40:05.560Z,"korean ost, korean pop",244.213
Understand,MELOH,2024-12-04,2024-12-04 02:31:55.689000-05:00,2024-12-04 13:01:55.689000+05:30,2024-12-04T07:31:55.689Z,"k-pop, korean r&b",160.104
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-12-05,2024-12-05 17:43:24.476000-05:00,2024-12-06 04:13:24.476000+05:30,2024-12-05T22:43:24.476Z,"belgian pop, g-house",147.973
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,2024-12-05,2024-12-05 17:47:02.646000-05:00,2024-12-06 04:17:02.646000+05:30,2024-12-05T22:47:02.646Z,"pop, viral pop",217.706
千年之戀,F.I.R.,2024-12-05,2024-12-05 17:50:51.331000-05:00,2024-12-06 04:20:51.331000+05:30,2024-12-05T22:50:51.331Z,mandopop,228.173
Lucky Strike,Maroon 5,2024-12-05,2024-12-05 17:53:57.144000-05:00,2024-12-06 04:23:57.144000+05:30,2024-12-05T22:53:57.144Z,pop,185.293
Lost,Maroon 5,2024-12-05,2024-12-05 17:56:50.299000-05:00,2024-12-06 04:26:50.299000+05:30,2024-12-05T22:56:50.299Z,pop,172.597
Maneater,Nelly Furtado,2024-12-05,2024-12-05 18:01:09.656000-05:00,2024-12-06 04:31:09.656000+05:30,2024-12-05T23:01:09.656Z,"canadian latin, canadian pop, dance pop, pop",258.893
Ain't Together,King Princess,2024-12-05,2024-12-05 18:04:32.285000-05:00,2024-12-06 04:34:32.285000+05:30,2024-12-05T23:04:32.285Z,"alt z, indie pop, nyc pop",202.28
People Watching,Conan Gray,2024-12-05,2024-12-05 18:07:11.460000-05:00,2024-12-06 04:37:11.460000+05:30,2024-12-05T23:07:11.460Z,"bedroom pop, pop, pov: indie",158.536
"Good Luck, Babe!",Chappell Roan,2024-12-05,2024-12-05 18:10:50.308000-05:00,2024-12-06 04:40:50.308000+05:30,2024-12-05T23:10:50.308Z,indie pop,218.423
Close to the Sun,Anna Shoemaker,2024-12-05,2024-12-05 18:12:58.111000-05:00,2024-12-06 04:42:58.111000+05:30,2024-12-05T23:12:58.111Z,nyc indie rock,127.246
Risk,Gracie Abrams,2024-12-05,2024-12-05 18:16:10.167000-05:00,2024-12-06 04:46:10.167000+05:30,2024-12-05T23:16:10.167Z,alt z,191.586
2016 World Championship Theme,League of Legends,2024-12-06,2024-12-05 20:34:17.207000-05:00,2024-12-06 07:04:17.207000+05:30,2024-12-06T01:34:17.207Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-06,2024-12-05 20:37:11.170000-05:00,2024-12-06 07:07:11.170000+05:30,2024-12-06T01:37:11.170Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-06,2024-12-05 20:39:54.532000-05:00,2024-12-06 07:09:54.532000+05:30,2024-12-06T01:39:54.532Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-06,2024-12-05 20:43:59.212000-05:00,2024-12-06 07:13:59.212000+05:30,2024-12-06T01:43:59.212Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-12-06,2024-12-05 20:46:27.686000-05:00,2024-12-06 07:16:27.686000+05:30,2024-12-06T01:46:27.686Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-06,2024-12-05 20:49:42.274000-05:00,2024-12-06 07:19:42.274000+05:30,2024-12-06T01:49:42.274Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-06,2024-12-05 20:52:52.111000-05:00,2024-12-06 07:22:52.111000+05:30,2024-12-06T01:52:52.111Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-06,2024-12-05 20:55:04.357000-05:00,2024-12-06 07:25:04.357000+05:30,2024-12-06T01:55:04.357Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-06,2024-12-05 20:57:57.484000-05:00,2024-12-06 07:27:57.484000+05:30,2024-12-06T01:57:57.484Z,pop,172.597
Choo Lo,The Local Train,2024-12-06,2024-12-05 21:01:51.585000-05:00,2024-12-06 07:31:51.585000+05:30,2024-12-06T02:01:51.585Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-06,2024-12-05 21:05:37.586000-05:00,2024-12-06 07:35:37.586000+05:30,2024-12-06T02:05:37.586Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-06,2024-12-05 21:09:24.044000-05:00,2024-12-06 07:39:24.044000+05:30,2024-12-06T02:09:24.044Z,alt z,225.973
To My Youth,BOL4,2024-12-06,2024-12-05 21:13:07.224000-05:00,2024-12-06 07:43:07.224000+05:30,2024-12-06T02:13:07.224Z,k-pop,222.68
One of the Drunks,Panic! At The Disco,2024-12-06,2024-12-05 21:16:26.642000-05:00,2024-12-06 07:46:26.642000+05:30,2024-12-06T02:16:26.642Z,pop,198.946
Let Her Go,Passenger,2024-12-06,2024-12-05 21:20:39.887000-05:00,2024-12-06 07:50:39.887000+05:30,2024-12-06T02:20:39.887Z,"folk-pop, neo mellow",252.733
Bags,Clairo,2024-12-06,2024-12-05 21:25:00.919000-05:00,2024-12-06 07:55:00.919000+05:30,2024-12-06T02:25:00.919Z,"bedroom pop, indie pop, pov: indie",260.519
Fucked Up,Bahari,2024-12-06,2024-12-05 21:28:41.332000-05:00,2024-12-06 07:58:41.332000+05:30,2024-12-06T02:28:41.332Z,"alt z, la pop",219.896
1-800-hot-n-fun,LE SSERAFIM,2024-12-06,2024-12-05 21:46:04.605000-05:00,2024-12-06 08:16:04.605000+05:30,2024-12-06T02:46:04.605Z,k-pop girl group,173.431
Bloom,BOL4,2024-12-06,2024-12-05 21:49:14.440000-05:00,2024-12-06 08:19:14.440000+05:30,2024-12-06T02:49:14.440Z,k-pop,189.335
DRIP,BABYMONSTER,2024-12-06,2024-12-05 21:52:15.796000-05:00,2024-12-06 08:22:15.796000+05:30,2024-12-06T02:52:15.796Z,5th gen k-pop,180.845
Igloo,KISS OF LIFE,2024-12-06,2024-12-05 21:54:28.061000-05:00,2024-12-06 08:24:28.061000+05:30,2024-12-06T02:54:28.061Z,"5th gen k-pop, k-pop girl group",131.786
Algorithm,CHUNG HA,2024-12-06,2024-12-05 21:56:56.012000-05:00,2024-12-06 08:26:56.012000+05:30,2024-12-06T02:56:56.012Z,k-pop,147.443
ABCD,NAYEON,2024-12-06,2024-12-05 21:59:39.354000-05:00,2024-12-06 08:29:39.354000+05:30,2024-12-06T02:59:39.354Z,k-pop,162.84
Dopamine - GISELLE Solo,aespa,2024-12-06,2024-12-05 22:02:53.955000-05:00,2024-12-06 08:32:53.955000+05:30,2024-12-06T03:02:53.955Z,k-pop girl group,194.093
UP - KARINA Solo,aespa,2024-12-06,2024-12-05 22:05:41.095000-05:00,2024-12-06 08:35:41.095000+05:30,2024-12-06T03:05:41.095Z,k-pop girl group,166.64
Imaginary Friend,ITZY,2024-12-06,2024-12-05 22:09:03.993000-05:00,2024-12-06 08:39:03.993000+05:30,2024-12-06T03:09:03.993Z,"k-pop, k-pop girl group",202.429
Illusion,aespa,2024-12-06,2024-12-05 22:12:19.548000-05:00,2024-12-06 08:42:19.548000+05:30,2024-12-06T03:12:19.548Z,k-pop girl group,195.053
O.O,NMIXX,2024-12-06,2024-12-05 22:15:12.985000-05:00,2024-12-06 08:45:12.985000+05:30,2024-12-06T03:15:12.985Z,"k-pop, k-pop girl group",172.936
Goodbye Winter,DAY6,2024-12-06,2024-12-05 22:18:20.825000-05:00,2024-12-06 08:48:20.825000+05:30,2024-12-06T03:18:20.825Z,"k-pop, k-pop boy group",187.32
EASY,LE SSERAFIM,2024-12-06,2024-12-05 22:21:05.871000-05:00,2024-12-06 08:51:05.871000+05:30,2024-12-06T03:21:05.871Z,k-pop girl group,164.545
Egotistic,MAMAMOO,2024-12-06,2024-12-05 22:24:22.387000-05:00,2024-12-06 08:54:22.387000+05:30,2024-12-06T03:24:22.387Z,"k-pop, k-pop girl group",196.018
Rockstar,LISA,2024-12-06,2024-12-05 22:26:41.078000-05:00,2024-12-06 08:56:41.078000+05:30,2024-12-06T03:26:41.078Z,k-pop,138.213
Rock with you,SEVENTEEN,2024-12-06,2024-12-05 22:29:41.955000-05:00,2024-12-06 08:59:41.955000+05:30,2024-12-06T03:29:41.955Z,"k-pop, k-pop boy group",180.36
해야 (HEYA),IVE,2024-12-06,2024-12-05 22:32:52.142000-05:00,2024-12-06 09:02:52.142000+05:30,2024-12-06T03:32:52.142Z,k-pop girl group,189.68
WANNABE,ITZY,2024-12-06,2024-12-05 22:36:03.907000-05:00,2024-12-06 09:06:03.907000+05:30,2024-12-06T03:36:03.907Z,"k-pop, k-pop girl group",191.242
LOVE DIVE,IVE,2024-12-06,2024-12-05 22:39:01.565000-05:00,2024-12-06 09:09:01.565000+05:30,2024-12-06T03:39:01.565Z,k-pop girl group,177.186
Boy With Luv (feat. Halsey),BTS,2024-12-06,2024-12-05 23:48:41.726000-05:00,2024-12-06 10:18:41.726000+05:30,2024-12-06T04:48:41.726Z,"k-pop, k-pop boy group, pop",229.773
VYSE,VALORANT,2024-12-06,2024-12-05 23:52:29.299000-05:00,2024-12-06 10:22:29.299000+05:30,2024-12-06T04:52:29.299Z,video game music,152.523
2016 World Championship Theme,League of Legends,2024-12-07,2024-12-06 21:13:27.344000-05:00,2024-12-07 07:43:27.344000+05:30,2024-12-07T02:13:27.344Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-07,2024-12-06 21:16:21.365000-05:00,2024-12-07 07:46:21.365000+05:30,2024-12-07T02:16:21.365Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-07,2024-12-06 21:19:04.586000-05:00,2024-12-07 07:49:04.586000+05:30,2024-12-07T02:19:04.586Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-07,2024-12-06 21:23:09.285000-05:00,2024-12-07 07:53:09.285000+05:30,2024-12-07T02:23:09.285Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,2024-12-07,2024-12-06 21:25:37.773000-05:00,2024-12-07 07:55:37.773000+05:30,2024-12-07T02:25:37.773Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-07,2024-12-06 21:28:52.339000-05:00,2024-12-07 07:58:52.339000+05:30,2024-12-07T02:28:52.339Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-07,2024-12-06 21:32:02.196000-05:00,2024-12-07 08:02:02.196000+05:30,2024-12-07T02:32:02.196Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-07,2024-12-06 21:34:14.501000-05:00,2024-12-07 08:04:14.501000+05:30,2024-12-07T02:34:14.501Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-07,2024-12-06 21:37:07.589000-05:00,2024-12-07 08:07:07.589000+05:30,2024-12-07T02:37:07.589Z,pop,172.597
Choo Lo,The Local Train,2024-12-07,2024-12-06 21:41:01.725000-05:00,2024-12-07 08:11:01.725000+05:30,2024-12-07T02:41:01.725Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-07,2024-12-06 21:44:47.685000-05:00,2024-12-07 08:14:47.685000+05:30,2024-12-07T02:44:47.685Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-07,2024-12-06 21:48:34.162000-05:00,2024-12-07 08:18:34.162000+05:30,2024-12-07T02:48:34.162Z,alt z,225.973
To My Youth,BOL4,2024-12-07,2024-12-06 22:46:20.963000-05:00,2024-12-07 09:16:20.963000+05:30,2024-12-07T03:46:20.963Z,k-pop,222.68
One of the Drunks,Panic! At The Disco,2024-12-07,2024-12-06 22:49:40.432000-05:00,2024-12-07 09:19:40.432000+05:30,2024-12-07T03:49:40.432Z,pop,198.946
Let Her Go,Passenger,2024-12-07,2024-12-06 22:53:53.649000-05:00,2024-12-07 09:23:53.649000+05:30,2024-12-07T03:53:53.649Z,"folk-pop, neo mellow",252.733
Bags,Clairo,2024-12-07,2024-12-06 22:58:14.669000-05:00,2024-12-07 09:28:14.669000+05:30,2024-12-07T03:58:14.669Z,"bedroom pop, indie pop, pov: indie",260.519
Fucked Up,Bahari,2024-12-07,2024-12-06 23:01:55.087000-05:00,2024-12-07 09:31:55.087000+05:30,2024-12-07T04:01:55.087Z,"alt z, la pop",219.896
start//end,EDEN,2024-12-07,2024-12-06 23:07:29.525000-05:00,2024-12-07 09:37:29.525000+05:30,2024-12-07T04:07:29.525Z,indie poptimism,333.967
Gravity,EDEN,2024-12-07,2024-12-06 23:11:20.512000-05:00,2024-12-07 09:41:20.512000+05:30,2024-12-07T04:11:20.512Z,indie poptimism,230.511
That’s So True,Gracie Abrams,2024-12-07,2024-12-06 23:14:07.274000-05:00,2024-12-07 09:44:07.274000+05:30,2024-12-07T04:14:07.274Z,alt z,166.3
Remember Me (from the series Arcane League of Legends),d4vd,2024-12-07,2024-12-06 23:16:09.894000-05:00,2024-12-07 09:46:09.894000+05:30,2024-12-07T04:16:09.894Z,"bedroom pop, bedroom r&b",122.053
Come Play (from the series Arcane League of Legends),Stray Kids,2024-12-07,2024-12-06 23:18:52.072000-05:00,2024-12-07 09:48:52.072000+05:30,2024-12-07T04:18:52.072Z,"k-pop, k-pop boy group, pop",161.666
End Credits,EDEN,2024-12-07,2024-12-06 23:22:52.948000-05:00,2024-12-07 09:52:52.948000+05:30,2024-12-07T04:22:52.948Z,indie poptimism,240.389
1-800-hot-n-fun,LE SSERAFIM,2024-12-08,2024-12-07 20:20:28.641000-05:00,2024-12-08 06:50:28.641000+05:30,2024-12-08T01:20:28.641Z,k-pop girl group,173.431
Bloom,BOL4,2024-12-08,2024-12-07 20:23:38.483000-05:00,2024-12-08 06:53:38.483000+05:30,2024-12-08T01:23:38.483Z,k-pop,189.335
DRIP,BABYMONSTER,2024-12-08,2024-12-07 20:26:39.815000-05:00,2024-12-08 06:56:39.815000+05:30,2024-12-08T01:26:39.815Z,5th gen k-pop,180.845
Igloo,KISS OF LIFE,2024-12-08,2024-12-07 20:28:52.105000-05:00,2024-12-08 06:58:52.105000+05:30,2024-12-08T01:28:52.105Z,"5th gen k-pop, k-pop girl group",131.786
Algorithm,CHUNG HA,2024-12-08,2024-12-07 20:31:20.058000-05:00,2024-12-08 07:01:20.058000+05:30,2024-12-08T01:31:20.058Z,k-pop,147.443
ABCD,NAYEON,2024-12-08,2024-12-07 20:34:03.396000-05:00,2024-12-08 07:04:03.396000+05:30,2024-12-08T01:34:03.396Z,k-pop,162.84
Dopamine - GISELLE Solo,aespa,2024-12-08,2024-12-07 20:37:17.985000-05:00,2024-12-08 07:07:17.985000+05:30,2024-12-08T01:37:17.985Z,k-pop girl group,194.093
UP - KARINA Solo,aespa,2024-12-08,2024-12-07 20:40:05.122000-05:00,2024-12-08 07:10:05.122000+05:30,2024-12-08T01:40:05.122Z,k-pop girl group,166.64
Imaginary Friend,ITZY,2024-12-08,2024-12-07 20:43:28.047000-05:00,2024-12-08 07:13:28.047000+05:30,2024-12-08T01:43:28.047Z,"k-pop, k-pop girl group",202.429
Illusion,aespa,2024-12-08,2024-12-07 20:46:43.618000-05:00,2024-12-08 07:16:43.618000+05:30,2024-12-08T01:46:43.618Z,k-pop girl group,195.053
O.O,NMIXX,2024-12-08,2024-12-07 20:49:37.043000-05:00,2024-12-08 07:19:37.043000+05:30,2024-12-08T01:49:37.043Z,"k-pop, k-pop girl group",172.936
Goodbye Winter,DAY6,2024-12-08,2024-12-07 20:52:44.861000-05:00,2024-12-08 07:22:44.861000+05:30,2024-12-08T01:52:44.861Z,"k-pop, k-pop boy group",187.32
EASY,LE SSERAFIM,2024-12-08,2024-12-07 20:55:29.929000-05:00,2024-12-08 07:25:29.929000+05:30,2024-12-08T01:55:29.929Z,k-pop girl group,164.545
Egotistic,MAMAMOO,2024-12-08,2024-12-07 20:58:46.444000-05:00,2024-12-08 07:28:46.444000+05:30,2024-12-08T01:58:46.444Z,"k-pop, k-pop girl group",196.018
Rockstar,LISA,2024-12-08,2024-12-07 21:01:05.147000-05:00,2024-12-08 07:31:05.147000+05:30,2024-12-08T02:01:05.147Z,k-pop,138.213
2016 World Championship Theme,League of Legends,2024-12-08,2024-12-07 22:19:36.974000-05:00,2024-12-08 08:49:36.974000+05:30,2024-12-08T03:19:36.974Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-08,2024-12-07 22:22:30.930000-05:00,2024-12-08 08:52:30.930000+05:30,2024-12-08T03:22:30.930Z,k-pop girl group,173.431
