track,artist,date,est_time,ist_time,iso_time,genre,length_ms
Cheques,Shubh,2025-04-06,2025-04-06 02:51:08.836000-04:00,2025-04-06 12:21:08.836000+05:30,2025-04-06T06:51:08.836Z,"punjabi hip hop, punjabi pop, desi hip hop, desi, hindi hip hop, bhangra",183.756
Chand Sifarish,"Jatin-Lalit, Shaan, Kailash Kher, Prasoon Joshi",2025-04-06,2025-04-06 02:55:45.262000-04:00,2025-04-06 12:25:45.262000+05:30,2025-04-06T06:55:45.262Z,"bollywood, hindi pop, desi",275.931
Badtameez Dil,"Pritam, Benny Dayal, Shefali Alvares",2025-04-06,2025-04-06 02:59:58.524000-04:00,2025-04-06 12:29:58.524000+05:30,2025-04-06T06:59:58.524Z,"bollywood, hindi pop, desi, sufi",252.76
Muskurahat,Mitraz,2025-04-06,2025-04-06 03:04:17.733000-04:00,2025-04-06 12:34:17.733000+05:30,2025-04-06T07:04:17.733Z,"indian indie, hindi indie, desi pop, desi, hindi pop",258.716
Pasoori,"Shae Gill, Ali Sethi",2025-04-06,2025-04-06 03:08:02.404000-04:00,2025-04-06 12:38:02.404000+05:30,2025-04-06T07:08:02.404Z,"desi, hindi pop, desi pop, indian indie",224.146
Khuda Jaane,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",2025-04-06,2025-04-06 03:13:36.481000-04:00,2025-04-06 12:43:36.481000+05:30,2025-04-06T07:13:36.481Z,"bollywood, desi, hindi pop",333.583
Mere Sapnon Ki Rani,"Kishore Kumar, S. D. Burman",2025-04-06,2025-04-06 03:18:37.618000-04:00,2025-04-06 12:48:37.618000+05:30,2025-04-06T07:18:37.618Z,"bangla pop, ghazal, hindi pop, bollywood",300.64
"Chahun Main Ya Naa (From ""Aashiqui 2"")","Palak Muchhal, Arijit Singh",2025-04-06,2025-04-06 03:23:43.085000-04:00,2025-04-06 12:53:43.085000+05:30,2025-04-06T07:23:43.085Z,"bollywood, hindi pop, gujarati garba, desi",304.899
Gehraiyaan Title Track,"OAFF, Savera, Lothika, Ankur Tewari",2025-04-06,2025-04-06 03:26:42.594000-04:00,2025-04-06 12:56:42.594000+05:30,2025-04-06T07:26:42.594Z,"indian indie, hindi indie, bollywood, hindi pop, desi",179.032
Bijlee Bijlee,Harrdy Sandhu,2025-04-06,2025-04-06 03:34:23.851000-04:00,2025-04-06 13:04:23.851000+05:30,2025-04-06T07:34:23.851Z,"punjabi pop, bhangra, desi pop, desi, hindi pop, bollywood",168.45
Haaray,Abdul Hannan,2025-04-06,2025-04-06 03:37:31.652000-04:00,2025-04-06 13:07:31.652000+05:30,2025-04-06T07:37:31.652Z,"indian indie, hindi indie, desi, desi pop",184.0
Gul,Anuv Jain,2025-04-06,2025-04-06 03:41:09.430000-04:00,2025-04-06 13:11:09.430000+05:30,2025-04-06T07:41:09.430Z,"indian indie, hindi indie, hindi pop",217.25
"Sooraj Dooba Hain (From ""Roy"")","Arijit Singh, Aditi Singh Sharma",2025-04-06,2025-04-06 03:46:03.524000-04:00,2025-04-06 13:16:03.524000+05:30,2025-04-06T07:46:03.524Z,"filmi, modern bollywood",264.854
Tumhi Dekho Naa,"Shankar-Ehsaan-Loy, Sonu Nigam, Alka Yagnik",2025-04-06,2025-04-06 03:47:10.268000-04:00,2025-04-06 13:17:10.268000+05:30,2025-04-06T07:47:10.268Z,"bollywood, sufi, desi, hindi pop",347.453
Galaxies,Laura Veirs,2025-04-06,2025-04-06 19:18:24.850000-04:00,2025-04-07 04:48:24.850000+05:30,2025-04-06T23:18:24.850Z,indie folk,215.6
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",2025-04-06,2025-04-06 19:22:41.314000-04:00,2025-04-07 04:52:41.314000+05:30,2025-04-06T23:22:41.314Z,,256.0
Faith,The Weeknd,2025-04-06,2025-04-06 19:27:25.120000-04:00,2025-04-07 04:57:25.120000+05:30,2025-04-06T23:27:25.120Z,"canadian contemporary r&b, canadian pop, pop",283.226
That’s So True,Gracie Abrams,2025-04-07,2025-04-06 20:28:46.403000-04:00,2025-04-07 05:58:46.403000+05:30,2025-04-07T00:28:46.403Z,alt z,166.3
Москва,"DJ SMASH, Vintage",2025-04-07,2025-04-07 00:09:22.562000-04:00,2025-04-07 09:39:22.562000+05:30,2025-04-07T04:09:22.562Z,,224.761
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-07,2025-04-07 00:11:42.950000-04:00,2025-04-07 09:41:42.950000+05:30,2025-04-07T04:11:42.950Z,,139.846
ATTITUDE,IVE,2025-04-07,2025-04-07 00:14:58.167000-04:00,2025-04-07 09:44:58.167000+05:30,2025-04-07T04:14:58.167Z,k-pop girl group,194.733
My Star,DOKO,2025-04-07,2025-04-07 00:18:54.227000-04:00,2025-04-07 09:48:54.227000+05:30,2025-04-07T04:18:54.227Z,soundtrack,235.56
Just for Now,Imogen Heap,2025-04-07,2025-04-07 03:30:45.694000-04:00,2025-04-07 13:00:45.694000+05:30,2025-04-07T07:30:45.694Z,,180.303
Headlock,Imogen Heap,2025-04-07,2025-04-07 03:35:57.592000-04:00,2025-04-07 13:05:57.592000+05:30,2025-04-07T07:35:57.592Z,,215.338
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",2025-04-07,2025-04-07 03:39:08.402000-04:00,2025-04-07 13:09:08.402000+05:30,2025-04-07T07:39:08.402Z,rap,190.285
A New Kind Of Love - Demo,"Frou Frou, Imogen Heap, Guy Sigsworth",2025-04-07,2025-04-07 03:39:49.703000-04:00,2025-04-07 13:09:49.703000+05:30,2025-04-07T07:39:49.703Z,,259.071
See The Light,Lim Hyunsik,2025-04-08,2025-04-07 20:38:44.183000-04:00,2025-04-08 06:08:44.183000+05:30,2025-04-08T00:38:44.183Z,k-ballad,182.521
WOOJOOIN,Seo YoungJu of Nerd Connection,2025-04-08,2025-04-07 23:09:54.989000-04:00,2025-04-08 08:39:54.989000+05:30,2025-04-08T03:09:54.989Z,,269.24
By your side,So Soo Bin,2025-04-08,2025-04-07 23:14:03.611000-04:00,2025-04-08 08:44:03.611000+05:30,2025-04-08T03:14:03.611Z,korean r&b,248.213
My Star,DOKO,2025-04-08,2025-04-07 23:18:00.085000-04:00,2025-04-08 08:48:00.085000+05:30,2025-04-08T03:18:00.085Z,soundtrack,235.56
Surfing in the Moonlight,TOMORROW X TOGETHER,2025-04-08,2025-04-07 23:21:37.441000-04:00,2025-04-08 08:51:37.441000+05:30,2025-04-08T03:21:37.441Z,k-pop,216.85
Forgetting You,DAVICHI,2025-04-08,2025-04-07 23:23:52.414000-04:00,2025-04-08 08:53:52.414000+05:30,2025-04-08T03:23:52.414Z,"k-pop, korean pop",192.43
Forgetting You,DAVICHI,2025-04-08,2025-04-07 23:47:25.833000-04:00,2025-04-08 09:17:25.833000+05:30,2025-04-08T03:47:25.833Z,"k-pop, korean pop",192.43
My Love,LeeHi,2025-04-08,2025-04-08 00:19:52.580000-04:00,2025-04-08 09:49:52.580000+05:30,2025-04-08T04:19:52.580Z,k-pop,220.929
Wind,Jung Seung Hwan,2025-04-08,2025-04-08 00:26:04.273000-04:00,2025-04-08 09:56:04.273000+05:30,2025-04-08T04:26:04.273Z,korean pop,217.989
Will Be Back,Sunhae Im,2025-04-08,2025-04-08 00:34:47.446000-04:00,2025-04-08 10:04:47.446000+05:30,2025-04-08T04:34:47.446Z,"classical soprano, korean classical performance",205.946
Москва,"DJ SMASH, Vintage",2025-04-09,2025-04-09 15:49:53.081000-04:00,2025-04-10 01:19:53.081000+05:30,2025-04-09T19:49:53.081Z,,224.761
Beautiful Now,"Zedd, Jon Bellion",2025-04-09,2025-04-09 15:53:31.889000-04:00,2025-04-10 01:23:31.889000+05:30,2025-04-09T19:53:31.889Z,"complextro, edm, german techno, pop, pop dance",218.293
Мало тебя,SEREBRO,2025-04-09,2025-04-09 16:06:09.117000-04:00,2025-04-10 01:36:09.117000+05:30,2025-04-09T20:06:09.117Z,russian pop,225.46
Мало тебя,SEREBRO,2025-04-10,2025-04-10 02:03:24.725000-04:00,2025-04-10 11:33:24.725000+05:30,2025-04-10T06:03:24.725Z,russian pop,225.46
Москва,"DJ SMASH, Vintage",2025-04-12,2025-04-11 22:39:02.190000-04:00,2025-04-12 08:09:02.190000+05:30,2025-04-12T02:39:02.190Z,,224.761
Beautiful Now,"Zedd, Jon Bellion",2025-04-12,2025-04-11 22:42:40.988000-04:00,2025-04-12 08:12:40.988000+05:30,2025-04-12T02:42:40.988Z,"complextro, edm, german techno, pop, pop dance",218.293
Мало тебя,SEREBRO,2025-04-12,2025-04-11 22:46:26.929000-04:00,2025-04-12 08:16:26.929000+05:30,2025-04-12T02:46:26.929Z,russian pop,225.46
All Night (feat. Saweetie),"IVE, Saweetie",2025-04-12,2025-04-11 22:49:45.217000-04:00,2025-04-12 08:19:45.217000+05:30,2025-04-12T02:49:45.217Z,k-pop,197.763
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-04-12,2025-04-12 00:24:29.259000-04:00,2025-04-12 09:54:29.259000+05:30,2025-04-12T04:24:29.259Z,melodic house,240.445
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-04-12,2025-04-12 02:24:27.551000-04:00,2025-04-12 11:54:27.551000+05:30,2025-04-12T06:24:27.551Z,melodic house,240.445
Lights,Ellie Goulding,2025-04-12,2025-04-12 02:38:55.446000-04:00,2025-04-12 12:08:55.446000+05:30,2025-04-12T06:38:55.446Z,"indietronica, metropopolis, pop, uk pop",245.853
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-12,2025-04-12 02:41:27.993000-04:00,2025-04-12 12:11:27.993000+05:30,2025-04-12T06:41:27.993Z,,139.846
That’s So True,Gracie Abrams,2025-04-12,2025-04-12 02:44:14.367000-04:00,2025-04-12 12:14:14.367000+05:30,2025-04-12T06:44:14.367Z,alt z,166.3
Appassionata,Bae Bo Ram,2025-04-12,2025-04-12 02:46:26.706000-04:00,2025-04-12 12:16:26.706000+05:30,2025-04-12T06:46:26.706Z,korean soundtrack,131.712
Headlock,Imogen Heap,2025-04-12,2025-04-12 02:50:12.142000-04:00,2025-04-12 12:20:12.142000+05:30,2025-04-12T06:50:12.142Z,,215.338
Москва,"DJ SMASH, Vintage",2025-04-12,2025-04-12 02:53:57.397000-04:00,2025-04-12 12:23:57.397000+05:30,2025-04-12T06:53:57.397Z,,224.761
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-12,2025-04-12 02:56:17.773000-04:00,2025-04-12 12:26:17.773000+05:30,2025-04-12T06:56:17.773Z,,139.846
ATTITUDE,IVE,2025-04-12,2025-04-12 02:59:32.984000-04:00,2025-04-12 12:29:32.984000+05:30,2025-04-12T06:59:32.984Z,k-pop girl group,194.733
My Star,DOKO,2025-04-12,2025-04-12 03:03:29.038000-04:00,2025-04-12 12:33:29.038000+05:30,2025-04-12T07:03:29.038Z,soundtrack,235.56
CRY - from SawanoHiroyuki[nZk] 10th Anniversary Studio Live,"SawanoHiroyuki[nZk], mizuki",2025-04-12,2025-04-12 03:07:56.477000-04:00,2025-04-12 12:37:56.477000+05:30,2025-04-12T07:07:56.477Z,"anime, j-pop, j-rock",266.938
Appassionata,Bae Bo Ram,2025-04-12,2025-04-12 03:10:08.698000-04:00,2025-04-12 12:40:08.698000+05:30,2025-04-12T07:10:08.698Z,korean soundtrack,131.712
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-04-12,2025-04-12 03:12:08.354000-04:00,2025-04-12 12:42:08.354000+05:30,2025-04-12T07:12:08.354Z,,119.16
2016 World Championship Theme,League of Legends,2025-04-12,2025-04-12 03:15:24.658000-04:00,2025-04-12 12:45:24.658000+05:30,2025-04-12T07:15:24.658Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2025-04-12,2025-04-12 03:18:18.573000-04:00,2025-04-12 12:48:18.573000+05:30,2025-04-12T07:18:18.573Z,k-pop girl group,173.431
ABCD,NAYEON,2025-04-12,2025-04-12 03:20:02.959000-04:00,2025-04-12 12:50:02.959000+05:30,2025-04-12T07:20:02.959Z,k-pop,162.84
"Lust, Caution",Alexandre Desplat,2025-04-12,2025-04-12 08:06:40.790000-04:00,2025-04-12 17:36:40.790000+05:30,2025-04-12T12:06:40.790Z,soundtrack,223.4
Falling Rain,Alexandre Desplat,2025-04-12,2025-04-12 08:08:39.267000-04:00,2025-04-12 17:38:39.267000+05:30,2025-04-12T12:08:39.267Z,soundtrack,71.586
Intermezzo In A Opus 118 No. 2: Andante Teneramente,"Johannes Brahms, Alain Planès",2025-04-12,2025-04-12 08:14:49.482000-04:00,2025-04-12 17:44:49.482000+05:30,2025-04-12T12:14:49.482Z,"classical, classical piano, chamber music, orchestra",370.24
Streets Of Shanghai,Alexandre Desplat,2025-04-12,2025-04-12 08:17:49.399000-04:00,2025-04-12 17:47:49.399000+05:30,2025-04-12T12:17:49.399Z,soundtrack,179.906
Wong Chia Chi's Theme,Alexandre Desplat,2025-04-12,2025-04-12 08:36:40.244000-04:00,2025-04-12 18:06:40.244000+05:30,2025-04-12T12:36:40.244Z,soundtrack,223.4
Headlock,Imogen Heap,2025-04-12,2025-04-12 16:57:39.977000-04:00,2025-04-13 02:27:39.977000+05:30,2025-04-12T20:57:39.977Z,,215.338
Galaxies,Laura Veirs,2025-04-12,2025-04-12 16:57:44.270000-04:00,2025-04-13 02:27:44.270000+05:30,2025-04-12T20:57:44.270Z,indie folk,215.6
Headlock,Imogen Heap,2025-04-13,2025-04-13 16:48:13.769000-04:00,2025-04-14 02:18:13.769000+05:30,2025-04-13T20:48:13.769Z,,215.338
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-13,2025-04-13 16:50:38.192000-04:00,2025-04-14 02:20:38.192000+05:30,2025-04-13T20:50:38.192Z,,139.846
ATTITUDE,IVE,2025-04-13,2025-04-13 16:53:53.396000-04:00,2025-04-14 02:23:53.396000+05:30,2025-04-13T20:53:53.396Z,k-pop girl group,194.733
My Star,DOKO,2025-04-13,2025-04-13 16:57:49.478000-04:00,2025-04-14 02:27:49.478000+05:30,2025-04-13T20:57:49.478Z,soundtrack,235.56
Headlock,Imogen Heap,2025-04-13,2025-04-13 19:27:44.460000-04:00,2025-04-14 04:57:44.460000+05:30,2025-04-13T23:27:44.460Z,,215.338
Galaxies,Laura Veirs,2025-04-13,2025-04-13 19:31:20.607000-04:00,2025-04-14 05:01:20.607000+05:30,2025-04-13T23:31:20.607Z,indie folk,215.6
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",2025-04-13,2025-04-13 19:35:37.118000-04:00,2025-04-14 05:05:37.118000+05:30,2025-04-13T23:35:37.118Z,,256.0
Faith,The Weeknd,2025-04-13,2025-04-13 19:40:20.877000-04:00,2025-04-14 05:10:20.877000+05:30,2025-04-13T23:40:20.877Z,"canadian contemporary r&b, canadian pop, pop",283.226
That’s So True,Gracie Abrams,2025-04-13,2025-04-13 19:43:07.662000-04:00,2025-04-14 05:13:07.662000+05:30,2025-04-13T23:43:07.662Z,alt z,166.3
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2025-04-14,2025-04-13 20:00:52.288000-04:00,2025-04-14 05:30:52.288000+05:30,2025-04-14T00:00:52.288Z,,147.973
Lights,Ellie Goulding,2025-04-14,2025-04-13 20:05:08.007000-04:00,2025-04-14 05:35:08.007000+05:30,2025-04-14T00:05:08.007Z,"indietronica, metropopolis, pop, uk pop",245.853
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-04-14,2025-04-13 20:07:07.674000-04:00,2025-04-14 05:37:07.674000+05:30,2025-04-14T00:07:07.674Z,,119.16
Appassionata,Bae Bo Ram,2025-04-14,2025-04-13 20:09:19.897000-04:00,2025-04-14 05:39:19.897000+05:30,2025-04-14T00:09:19.897Z,korean soundtrack,131.712
See The Light,Lim Hyunsik,2025-04-14,2025-04-13 20:23:50.831000-04:00,2025-04-14 05:53:50.831000+05:30,2025-04-14T00:23:50.831Z,k-ballad,182.521
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-14,2025-04-13 20:26:11.168000-04:00,2025-04-14 05:56:11.168000+05:30,2025-04-14T00:26:11.168Z,,139.846
Москва,"DJ SMASH, Vintage",2025-04-14,2025-04-13 20:29:56.315000-04:00,2025-04-14 05:59:56.315000+05:30,2025-04-14T00:29:56.315Z,,224.761
Bags,Clairo,2025-04-14,2025-04-13 20:34:17.433000-04:00,2025-04-14 06:04:17.433000+05:30,2025-04-14T00:34:17.433Z,"bedroom pop, indie pop, pov: indie",260.519
ABCD,NAYEON,2025-04-14,2025-04-13 20:37:00.715000-04:00,2025-04-14 06:07:00.715000+05:30,2025-04-14T00:37:00.715Z,k-pop,162.84
Missing Anju and Zushio,橋本啓一,2025-04-14,2025-04-13 23:33:20.983000-04:00,2025-04-14 09:03:20.983000+05:30,2025-04-14T03:33:20.983Z,,194.21
Headlock,Imogen Heap,2025-04-14,2025-04-14 10:17:53.751000-04:00,2025-04-14 19:47:53.751000+05:30,2025-04-14T14:17:53.751Z,,215.338
Lights,Ellie Goulding,2025-04-14,2025-04-14 10:21:58.874000-04:00,2025-04-14 19:51:58.874000+05:30,2025-04-14T14:21:58.874Z,"indietronica, metropopolis, pop, uk pop",245.853
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-04-14,2025-04-14 10:23:58.526000-04:00,2025-04-14 19:53:58.526000+05:30,2025-04-14T14:23:58.526Z,,119.16
1-800-hot-n-fun,LE SSERAFIM,2025-04-16,2025-04-16 03:10:21.089000-04:00,2025-04-16 12:40:21.089000+05:30,2025-04-16T07:10:21.089Z,k-pop girl group,173.431
Headlock,Imogen Heap,2025-04-16,2025-04-16 03:13:56.911000-04:00,2025-04-16 12:43:56.911000+05:30,2025-04-16T07:13:56.911Z,,215.338
Bags,Clairo,2025-04-16,2025-04-16 03:18:17.957000-04:00,2025-04-16 12:48:17.957000+05:30,2025-04-16T07:18:17.957Z,"bedroom pop, indie pop, pov: indie",260.519
Beautiful Now,"Zedd, Jon Bellion",2025-04-16,2025-04-16 03:21:56.739000-04:00,2025-04-16 12:51:56.739000+05:30,2025-04-16T07:21:56.739Z,"complextro, edm, german techno, pop, pop dance",218.293
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-04-16,2025-04-16 03:25:57.678000-04:00,2025-04-16 12:55:57.678000+05:30,2025-04-16T07:25:57.678Z,melodic house,240.445
Forgetting You,DAVICHI,2025-04-16,2025-04-16 03:29:10.612000-04:00,2025-04-16 12:59:10.612000+05:30,2025-04-16T07:29:10.612Z,"k-pop, korean pop",192.43
The Line (from the series Arcane League of Legends),"Arcane, Twenty One Pilots",2025-04-16,2025-04-16 03:32:23.079000-04:00,2025-04-16 13:02:23.079000+05:30,2025-04-16T07:32:23.079Z,,192.0
Wedding,조영욱과 THE SOUNDTRACKINGS,2025-04-16,2025-04-16 03:39:37.536000-04:00,2025-04-16 13:09:37.536000+05:30,2025-04-16T07:39:37.536Z,,299.173
My Star,DOKO,2025-04-16,2025-04-16 03:43:33.559000-04:00,2025-04-16 13:13:33.559000+05:30,2025-04-16T07:43:33.559Z,soundtrack,235.56
Headlock,Imogen Heap,2025-04-17,2025-04-16 21:42:55.954000-04:00,2025-04-17 07:12:55.954000+05:30,2025-04-17T01:42:55.954Z,,215.338
Galaxies,Laura Veirs,2025-04-17,2025-04-16 21:46:32.025000-04:00,2025-04-17 07:16:32.025000+05:30,2025-04-17T01:46:32.025Z,indie folk,215.6
aLIEz - from SawanoHiroyuki[nZk] 10th Anniversary Studio Live,"SawanoHiroyuki[nZk], mizuki",2025-04-17,2025-04-17 00:06:30.637000-04:00,2025-04-17 09:36:30.637000+05:30,2025-04-17T04:06:30.637Z,"anime, j-pop, j-rock",269.689
CRY - from SawanoHiroyuki[nZk] 10th Anniversary Studio Live,"SawanoHiroyuki[nZk], mizuki",2025-04-17,2025-04-17 00:10:46.902000-04:00,2025-04-17 09:40:46.902000+05:30,2025-04-17T04:10:46.902Z,"anime, j-pop, j-rock",266.938
Trap Royalty,very cool tutorials,2025-04-17,2025-04-17 00:11:59.488000-04:00,2025-04-17 09:41:59.488000+05:30,2025-04-17T04:11:59.488Z,,73.231
heat waves (sped up) // sometimes all i think about is you,"90degrees, eyeroze, Melodyz Town",2025-04-17,2025-04-17 00:15:01.219000-04:00,2025-04-17 09:45:01.219000+05:30,2025-04-17T04:15:01.219Z,,181.204
Stitches - Sped Up,Scammacist,2025-04-17,2025-04-17 00:17:51.711000-04:00,2025-04-17 09:47:51.711000+05:30,2025-04-17T04:17:51.711Z,,170.0
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-17,2025-04-17 00:20:12.062000-04:00,2025-04-17 09:50:12.062000+05:30,2025-04-17T04:20:12.062Z,,139.846
Dark Horse - Speed,"life illustrated, Annabelle Amélia",2025-04-17,2025-04-17 00:23:05.991000-04:00,2025-04-17 09:53:05.991000+05:30,2025-04-17T04:23:05.991Z,nightcore,173.417
Dusk Till Dawn - Sped Up,"Independent Lemon, Troy Grove",2025-04-17,2025-04-17 00:26:55.495000-04:00,2025-04-17 09:56:55.495000+05:30,2025-04-17T04:26:55.495Z,,229.0
Escapism. - Sped Up,Speedy Jack,2025-04-17,2025-04-17 00:30:17.385000-04:00,2025-04-17 10:00:17.385000+05:30,2025-04-17T04:30:17.385Z,,201.396
Arcade (Sped Up - Duncan Laurence),"Scammacist, Nick Sterling, Sovara",2025-04-17,2025-04-17 00:30:26.797000-04:00,2025-04-17 10:00:26.797000+05:30,2025-04-17T04:30:26.797Z,,153.0
Trap Royalty,very cool tutorials,2025-04-17,2025-04-17 10:03:48.992000-04:00,2025-04-17 19:33:48.992000+05:30,2025-04-17T14:03:48.992Z,,73.231
heat waves (sped up) // sometimes all i think about is you,"90degrees, eyeroze, Melodyz Town",2025-04-17,2025-04-17 10:06:50.696000-04:00,2025-04-17 19:36:50.696000+05:30,2025-04-17T14:06:50.696Z,,181.204
Overnight,Parcels,2025-04-17,2025-04-17 10:11:16.896000-04:00,2025-04-17 19:41:16.896000+05:30,2025-04-17T14:11:16.896Z,,219.604
Appassionata,Bae Bo Ram,2025-04-17,2025-04-17 10:13:29.138000-04:00,2025-04-17 19:43:29.138000+05:30,2025-04-17T14:13:29.138Z,korean soundtrack,131.712
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2025-04-17,2025-04-17 10:15:57.598000-04:00,2025-04-17 19:45:57.598000+05:30,2025-04-17T14:15:57.598Z,,147.973
Empty Space,Lim Seung Beom,2025-04-17,2025-04-17 10:19:57.178000-04:00,2025-04-17 19:49:57.178000+05:30,2025-04-17T14:19:57.178Z,korean soundtrack,239.108
Spring's Melody,Torby Brand,2025-04-17,2025-04-17 10:22:24.773000-04:00,2025-04-17 19:52:24.773000+05:30,2025-04-17T14:22:24.773Z,anime piano,147.079
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2025-04-17,2025-04-17 10:26:55.723000-04:00,2025-04-17 19:56:55.723000+05:30,2025-04-17T14:26:55.723Z,"bollywood, hindi pop, desi, sufi",270.438
"Good Luck, Babe!",Chappell Roan,2025-04-17,2025-04-17 10:30:34.640000-04:00,2025-04-17 20:00:34.640000+05:30,2025-04-17T14:30:34.640Z,indie pop,218.423
Close To You,Gracie Abrams,2025-04-17,2025-04-17 10:34:21.164000-04:00,2025-04-17 20:04:21.164000+05:30,2025-04-17T14:34:21.164Z,alt z,225.973
Москва,"DJ SMASH, Vintage",2025-04-17,2025-04-17 10:38:12.617000-04:00,2025-04-17 20:08:12.617000+05:30,2025-04-17T14:38:12.617Z,,224.761
Beautiful Now,"Zedd, Jon Bellion",2025-04-17,2025-04-17 10:41:51.426000-04:00,2025-04-17 20:11:51.426000+05:30,2025-04-17T14:41:51.426Z,"complextro, edm, german techno, pop, pop dance",218.293
Мало тебя,SEREBRO,2025-04-17,2025-04-17 10:45:37.398000-04:00,2025-04-17 20:15:37.398000+05:30,2025-04-17T14:45:37.398Z,russian pop,225.46
All Night (feat. Saweetie),"IVE, Saweetie",2025-04-17,2025-04-17 11:16:10.776000-04:00,2025-04-17 20:46:10.776000+05:30,2025-04-17T15:16:10.776Z,k-pop,197.763
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-04-17,2025-04-17 11:33:32.992000-04:00,2025-04-17 21:03:32.992000+05:30,2025-04-17T15:33:32.992Z,melodic house,240.445
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-17,2025-04-17 11:42:30.806000-04:00,2025-04-17 21:12:30.806000+05:30,2025-04-17T15:42:30.806Z,,139.846
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-04-17,2025-04-17 11:44:37.973000-04:00,2025-04-17 21:14:37.973000+05:30,2025-04-17T15:44:37.973Z,,119.16
Bags,Clairo,2025-04-17,2025-04-17 12:10:33.056000-04:00,2025-04-17 21:40:33.056000+05:30,2025-04-17T16:10:33.056Z,"bedroom pop, indie pop, pov: indie",260.519
Appassionata,Bae Bo Ram,2025-04-17,2025-04-17 12:30:01.250000-04:00,2025-04-17 22:00:01.250000+05:30,2025-04-17T16:30:01.250Z,korean soundtrack,131.712
everything i wanted - Sped Up,Kekz,2025-04-18,2025-04-18 09:22:00.675000-04:00,2025-04-18 18:52:00.675000+05:30,2025-04-18T13:22:00.675Z,,220.156
Dusk Till Dawn - Sped Up,"Independent Lemon, Troy Grove",2025-04-18,2025-04-18 09:26:23.856000-04:00,2025-04-18 18:56:23.856000+05:30,2025-04-18T13:26:23.856Z,,229.0
Dark Horse - Speed,"life illustrated, Annabelle Amélia",2025-04-18,2025-04-18 09:29:17.801000-04:00,2025-04-18 18:59:17.801000+05:30,2025-04-18T13:29:17.801Z,nightcore,173.417
we don't talk anymore - sped up + reverb,"pearl, fast forward >>, Tazzy",2025-04-18,2025-04-18 09:32:19.795000-04:00,2025-04-18 19:02:19.795000+05:30,2025-04-18T13:32:19.795Z,,181.512
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-04-18,2025-04-18 09:34:40.140000-04:00,2025-04-18 19:04:40.140000+05:30,2025-04-18T13:34:40.140Z,,139.846
Trap Royalty,very cool tutorials,2025-04-18,2025-04-18 09:35:53.874000-04:00,2025-04-18 19:05:53.874000+05:30,2025-04-18T13:35:53.874Z,,73.231
everything i wanted - Sped Up,Kekz,2025-04-18,2025-04-18 09:38:59.609000-04:00,2025-04-18 19:08:59.609000+05:30,2025-04-18T13:38:59.609Z,,220.156
Arcade (Sped Up - Duncan Laurence),"Scammacist, Nick Sterling, Sovara",2025-04-18,2025-04-18 09:41:33.093000-04:00,2025-04-18 19:11:33.093000+05:30,2025-04-18T13:41:33.093Z,,153.0
Stitches - Sped Up,Scammacist,2025-04-18,2025-04-18 09:44:23.620000-04:00,2025-04-18 19:14:23.620000+05:30,2025-04-18T13:44:23.620Z,,170.0
heat waves (sped up) // sometimes all i think about is you,"90degrees, eyeroze, Melodyz Town",2025-04-18,2025-04-18 09:47:25.318000-04:00,2025-04-18 19:17:25.318000+05:30,2025-04-18T13:47:25.318Z,,181.204
Escapism. - Sped Up,Speedy Jack,2025-04-18,2025-04-18 09:50:47.175000-04:00,2025-04-18 19:20:47.175000+05:30,2025-04-18T13:50:47.175Z,,201.396
