track,artist,date,est_time,ist_time,iso_time,genre,length_ms
CRY - from SawanoHiroyuki[nZk] 10th Anniversary Studio Live,"SawanoHiroyuki[nZk], mizuki",2025-02-08,2025-02-07 21:41:55.812000-05:00,2025-02-08 08:11:55.812000+05:30,2025-02-08T02:41:55.812Z,"anime, j-pop, j-rock",266.938
Bags,Clairo,2025-02-09,2025-02-09 04:40:57.121000-05:00,2025-02-09 15:10:57.121000+05:30,2025-02-09T09:40:57.121Z,"bedroom pop, indie pop, pov: indie",260.519
ABCD,NAYEON,2025-02-09,2025-02-09 04:43:40.440000-05:00,2025-02-09 15:13:40.440000+05:30,2025-02-09T09:43:40.440Z,k-pop,162.84
That’s So True,Gracie Abrams,2025-02-09,2025-02-09 04:44:24.263000-05:00,2025-02-09 15:14:24.263000+05:30,2025-02-09T09:44:24.263Z,alt z,166.3
Igloo,KISS OF LIFE,2025-02-10,2025-02-10 00:01:12.384000-05:00,2025-02-10 10:31:12.384000+05:30,2025-02-10T05:01:12.384Z,"5th gen k-pop, k-pop girl group",131.786
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-02-10,2025-02-10 00:04:40.523000-05:00,2025-02-10 10:34:40.523000+05:30,2025-02-10T05:04:40.523Z,"k-rap, k-rock",207.666
1-800-hot-n-fun,LE SSERAFIM,2025-02-10,2025-02-10 00:06:15.361000-05:00,2025-02-10 10:36:15.361000+05:30,2025-02-10T05:06:15.361Z,k-pop girl group,173.431
1-800-hot-n-fun,LE SSERAFIM,2025-02-10,2025-02-10 09:37:39.338000-05:00,2025-02-10 20:07:39.338000+05:30,2025-02-10T14:37:39.338Z,k-pop girl group,173.431
EASY,LE SSERAFIM,2025-02-10,2025-02-10 09:40:24.398000-05:00,2025-02-10 20:10:24.398000+05:30,2025-02-10T14:40:24.398Z,k-pop girl group,164.545
ABCD,NAYEON,2025-02-10,2025-02-10 09:40:48.889000-05:00,2025-02-10 20:10:48.889000+05:30,2025-02-10T14:40:48.889Z,k-pop,162.84
ATTITUDE,IVE,2025-02-11,2025-02-11 10:01:57.809000-05:00,2025-02-11 20:31:57.809000+05:30,2025-02-11T15:01:57.809Z,k-pop girl group,194.733
Heartless,The Weeknd,2025-02-11,2025-02-11 10:15:58.948000-05:00,2025-02-11 20:45:58.948000+05:30,2025-02-11T15:15:58.948Z,"canadian contemporary r&b, canadian pop, pop",198.266
euphoria,Kendrick Lamar,2025-02-11,2025-02-11 10:22:23.125000-05:00,2025-02-11 20:52:23.125000+05:30,2025-02-11T15:22:23.125Z,"conscious hip hop, hip hop, rap, west coast rap",383.639
Faith,The Weeknd,2025-02-11,2025-02-11 10:27:06.795000-05:00,2025-02-11 20:57:06.795000+05:30,2025-02-11T15:27:06.795Z,"canadian contemporary r&b, canadian pop, pop",283.226
Blinding Lights,The Weeknd,2025-02-11,2025-02-11 10:27:13.988000-05:00,2025-02-11 20:57:13.988000+05:30,2025-02-11T15:27:13.988Z,"canadian contemporary r&b, canadian pop, pop",200.04
Toccata and Fugue in D minor,"Johann Sebastian Bach, William McVicker",2025-02-13,2025-02-13 04:45:28.538000-05:00,2025-02-13 15:15:28.538000+05:30,2025-02-13T09:45:28.538Z,"classical, classical piano",567.466
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude","Johann Sebastian Bach, Yo-Yo Ma",2025-02-13,2025-02-13 04:48:00.006000-05:00,2025-02-13 15:18:00.006000+05:30,2025-02-13T09:48:00.006Z,"classical, classical piano",151.733
"Goldberg Variations, BWV 988: Aria","Johann Sebastian Bach, Víkingur Ólafsson",2025-02-13,2025-02-13 04:52:05.896000-05:00,2025-02-13 15:22:05.896000+05:30,2025-02-13T09:52:05.896Z,"classical, classical piano",245.379
"Wachet auf, ruft uns die Stimme, Cantata BWV 140: IV. ""Zion hört die Wächter singen""","Johann Sebastian Bach, Peter Schreier, Münchener Bach-Orchester, Karl Richter",2025-02-13,2025-02-13 04:58:03.242000-05:00,2025-02-13 15:28:03.242000+05:30,2025-02-13T09:58:03.242Z,"classical, classical piano",356.866
"Bach, JS / Orch. Marriner: Was mir behagt, ist nur die muntre Jagd, BWV 208 ""Jagdkantate"": IX. Aria. ""Schafe können sicher weiden""","Johann Sebastian Bach, Sir Neville Marriner, Academy of St. Martin in the Fields, Ian Watson",2025-02-13,2025-02-13 05:02:41.213000-05:00,2025-02-13 15:32:41.213000+05:30,2025-02-13T10:02:41.213Z,"classical, classical piano",277.44
"Come, Sweet Death, BWV 478 (Arr. for 5 Cellos)","Johann Sebastian Bach, Sheku Kanneh-Mason, Hannah Roberts, Ben Davies, Desmond Neysmith, Max Ruisi",2025-02-13,2025-02-13 05:05:58.891000-05:00,2025-02-13 15:35:58.891000+05:30,2025-02-13T10:05:58.891Z,"classical, classical piano",197.2
"The Well-Tempered Clavier, Book 1: Prelude No. 1 in C Major BWV 846/1","Johann Sebastian Bach, Pierre-Laurent Aimard",2025-02-13,2025-02-13 05:08:16.940000-05:00,2025-02-13 15:38:16.940000+05:30,2025-02-13T10:08:16.940Z,"classical, classical piano",137.56
"Violin Concerto in A Minor, BWV 1041: II. Andante","Johann Sebastian Bach, Kolja Blacher, Cologne Chamber Orchestra, Helmut Müller-Brühl",2025-02-13,2025-02-13 05:14:22.170000-05:00,2025-02-13 15:44:22.170000+05:30,2025-02-13T10:14:22.170Z,"classical, classical piano",332.533
"Matthäuspassion, BWV 244: Kommt, ihr Tochter, helft mir klagen (Chorus I and II)","Johann Sebastian Bach, Knaben des Kölner Domchores, Dresdner Kammerchor, Kolner Kammerorchester, Helmut Müller-Brühl",2025-02-13,2025-02-13 05:20:58.843000-05:00,2025-02-13 15:50:58.843000+05:30,2025-02-13T10:20:58.843Z,"classical, classical piano",396.173
"Keyboard Concerto No. 5 in F Minor, BWV 1056: II. Largo","Johann Sebastian Bach, Simone Dinnerstein, Staatskapelle Berlin",2025-02-13,2025-02-13 05:23:55.799000-05:00,2025-02-13 15:53:55.799000+05:30,2025-02-13T10:23:55.799Z,"classical, classical piano",176.466
"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie","Johann Sebastian Bach, Cologne Chamber Orchestra, Helmut Müller-Brühl",2025-02-13,2025-02-13 05:25:26.452000-05:00,2025-02-13 15:55:26.452000+05:30,2025-02-13T10:25:26.452Z,"classical, classical piano",90.106
"Goldberg Variations, BWV 988: Variation 3 a 1 Clav. Canone all'Unisono","Johann Sebastian Bach, Glenn Gould",2025-02-13,2025-02-13 05:26:57.620000-05:00,2025-02-13 15:56:57.620000+05:30,2025-02-13T10:26:57.620Z,"classical, classical piano",90.706
"Violin Partita No. 3 in E Major, BWV 1006 (arr. P. Galbraith): III. Gavotte en rondeau","Johann Sebastian Bach, Paul Galbraith",2025-02-13,2025-02-13 05:29:37.945000-05:00,2025-02-13 15:59:37.945000+05:30,2025-02-13T10:29:37.945Z,"classical, classical piano",159.8
"Brandenburg Concerto No. 3 in G Major, BWV 1048: I. [Allegro]","Johann Sebastian Bach, Trevor Pinnock, European Brandenburg Ensemble",2025-02-13,2025-02-13 05:35:10.760000-05:00,2025-02-13 16:05:10.760000+05:30,2025-02-13T10:35:10.760Z,"classical, classical piano",332.32
"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring, BWV 147","Johann Sebastian Bach, Choir of King's College, Cambridge, Nicholas Daniel, James Vivian, Robert Quinney, Stephen Cleobury",2025-02-13,2025-02-13 05:41:12.475000-05:00,2025-02-13 16:11:12.475000+05:30,2025-02-13T10:41:12.475Z,"classical, classical piano",361.16
"Organ Sonata No. 4, BWV 528: II. Andante [Adagio] (Transcr. by August Stradal)","Johann Sebastian Bach, Víkingur Ólafsson",2025-02-13,2025-02-13 05:46:39.433000-05:00,2025-02-13 16:16:39.433000+05:30,2025-02-13T10:46:39.433Z,"classical, classical piano",326.52
"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106","Johann Sebastian Bach, Márta Kurtág, György Kurtág",2025-02-13,2025-02-13 05:48:58.788000-05:00,2025-02-13 16:18:58.788000+05:30,2025-02-13T10:48:58.788Z,"classical, classical piano",138.84
"Violin Concerto in D Minor, BWV 1052: I. Allegro","Johann Sebastian Bach, Kolja Blacher, Cologne Chamber Orchestra, Helmut Müller-Brühl",2025-02-13,2025-02-13 06:24:17.787000-05:00,2025-02-13 16:54:17.787000+05:30,2025-02-13T11:24:17.787Z,"classical, classical piano",442.84
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga","Johann Sebastian Bach, Lang Lang",2025-02-13,2025-02-13 06:26:38.483000-05:00,2025-02-13 16:56:38.483000+05:30,2025-02-13T11:26:38.483Z,"classical, classical piano",140.04
"Orchestral Suite No. 2 in B Minor, BWV 1067: I. Ouverture","Johann Sebastian Bach, Norwegian Baroque Orchestra, Ketil Haugsand",2025-02-13,2025-02-13 06:33:01.302000-05:00,2025-02-13 17:03:01.302000+05:30,2025-02-13T11:33:01.302Z,"classical, classical piano",382.466
"Savior of the Nations, Come, BWV 659 (Arr. for 4 Cellos)","Sheku Kanneh-Mason, Hannah Roberts, Ben Davies, Max Ruisi",2025-02-13,2025-02-13 15:45:44.745000-05:00,2025-02-14 02:15:44.745000+05:30,2025-02-13T20:45:44.745Z,classical,279.84
"Prelude & Fugue in C Minor (Well-Tempered Clavier, Book I, No. 2), BWV 847: I. Prelude","Johann Sebastian Bach, Víkingur Ólafsson",2025-02-13,2025-02-13 15:47:09.638000-05:00,2025-02-14 02:17:09.638000+05:30,2025-02-13T20:47:09.638Z,"classical, classical piano",84.453
Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,2025-02-14,2025-02-14 03:45:07.369000-05:00,2025-02-14 14:15:07.369000+05:30,2025-02-14T08:45:07.369Z,"conscious hip hop, hip hop, rap, west coast rap",273.64
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,2025-02-14,2025-02-14 03:50:17.951000-05:00,2025-02-14 14:20:17.951000+05:30,2025-02-14T08:50:17.951Z,"conscious hip hop, hip hop, rap, west coast rap",310.72
Backseat Freestyle,Kendrick Lamar,2025-02-14,2025-02-14 03:53:50.508000-05:00,2025-02-14 14:23:50.508000+05:30,2025-02-14T08:53:50.508Z,"conscious hip hop, hip hop, rap, west coast rap",212.653
Appassionata,Bae Bo Ram,2025-02-17,2025-02-17 10:26:31.379000-05:00,2025-02-17 20:56:31.379000+05:30,2025-02-17T15:26:31.379Z,korean soundtrack,131.712
1-800-hot-n-fun,LE SSERAFIM,2025-02-17,2025-02-17 10:29:25.282000-05:00,2025-02-17 20:59:25.282000+05:30,2025-02-17T15:29:25.282Z,k-pop girl group,173.431
Bags,Clairo,2025-02-17,2025-02-17 10:33:46.312000-05:00,2025-02-17 21:03:46.312000+05:30,2025-02-17T15:33:46.312Z,"bedroom pop, indie pop, pov: indie",260.519
Gravity,EDEN,2025-02-17,2025-02-17 10:37:37.306000-05:00,2025-02-17 21:07:37.306000+05:30,2025-02-17T15:37:37.306Z,indie poptimism,230.511
Fucked Up,Bahari,2025-02-17,2025-02-17 10:40:07.989000-05:00,2025-02-17 21:10:07.989000+05:30,2025-02-17T15:40:07.989Z,"alt z, la pop",219.896
Title of “Misaeng (Incomplete Life)”,Kim Jun Seok,2025-02-20,2025-02-20 07:18:54.404000-05:00,2025-02-20 17:48:54.404000+05:30,2025-02-20T12:18:54.404Z,soundtrack,45.628
Faith,The Weeknd,2025-02-20,2025-02-20 07:23:38.140000-05:00,2025-02-20 17:53:38.140000+05:30,2025-02-20T12:23:38.140Z,"canadian contemporary r&b, canadian pop, pop",283.226
That’s So True,Gracie Abrams,2025-02-20,2025-02-20 07:26:24.929000-05:00,2025-02-20 17:56:24.929000+05:30,2025-02-20T12:26:24.929Z,alt z,166.3
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2025-02-20,2025-02-20 07:28:53.414000-05:00,2025-02-20 17:58:53.414000+05:30,2025-02-20T12:28:53.414Z,,147.973
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",2025-02-20,2025-02-20 07:32:31.594000-05:00,2025-02-20 18:02:31.594000+05:30,2025-02-20T12:32:31.594Z,"soft pop, pop",217.706
千年之戀,F.I.R.,2025-02-20,2025-02-20 07:36:20.276000-05:00,2025-02-20 18:06:20.276000+05:30,2025-02-20T12:36:20.276Z,mandopop,228.173
Lucky Strike,Maroon 5,2025-02-20,2025-02-20 13:06:13.160000-05:00,2025-02-20 23:36:13.160000+05:30,2025-02-20T18:06:13.160Z,pop,185.293
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-02-21,2025-02-21 08:58:45.618000-05:00,2025-02-21 19:28:45.618000+05:30,2025-02-21T13:58:45.618Z,"k-rap, k-rock",207.666
We Sink,SWAY,2025-02-21,2025-02-21 09:05:20.932000-05:00,2025-02-21 19:35:20.932000+05:30,2025-02-21T14:05:20.932Z,,206.97
For Love,10CM,2025-02-21,2025-02-21 09:09:34.517000-05:00,2025-02-21 19:39:34.517000+05:30,2025-02-21T14:09:34.517Z,"indie korea, k-pop",213.019
Beautiful Now,"Zedd, Jon Bellion",2025-02-21,2025-02-21 09:52:38.730000-05:00,2025-02-21 20:22:38.730000+05:30,2025-02-21T14:52:38.730Z,"complextro, edm, german techno, pop, pop dance",218.293
Мало тебя,SEREBRO,2025-02-21,2025-02-21 09:56:24.686000-05:00,2025-02-21 20:26:24.686000+05:30,2025-02-21T14:56:24.686Z,russian pop,225.46
All Night (feat. Saweetie),"IVE, Saweetie",2025-02-21,2025-02-21 09:59:42.972000-05:00,2025-02-21 20:29:42.972000+05:30,2025-02-21T14:59:42.972Z,k-pop,197.763
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-02-21,2025-02-21 10:03:43.937000-05:00,2025-02-21 20:33:43.937000+05:30,2025-02-21T15:03:43.937Z,melodic house,240.445
Hopeless Heart,"Keanu Silva, Toby Romeo, SACHA",2025-02-21,2025-02-21 10:06:16.319000-05:00,2025-02-21 20:36:16.319000+05:30,2025-02-21T15:06:16.319Z,future house,151.903
Liar,Harina,2025-02-21,2025-02-21 10:08:36.678000-05:00,2025-02-21 20:38:36.678000+05:30,2025-02-21T15:08:36.678Z,,157.092
blue,yung kai,2025-02-22,2025-02-21 21:36:01.741000-05:00,2025-02-22 08:06:01.741000+05:30,2025-02-22T02:36:01.741Z,,214.357
We Sink,SWAY,2025-02-22,2025-02-21 21:41:06.603000-05:00,2025-02-22 08:11:06.603000+05:30,2025-02-22T02:41:06.603Z,,206.97
For Love,10CM,2025-02-22,2025-02-21 22:26:07.789000-05:00,2025-02-22 08:56:07.789000+05:30,2025-02-22T03:26:07.789Z,"indie korea, k-pop",213.019
Faith,The Weeknd,2025-02-22,2025-02-22 13:21:06.067000-05:00,2025-02-22 23:51:06.067000+05:30,2025-02-22T18:21:06.067Z,"canadian contemporary r&b, canadian pop, pop",283.226
That’s So True,Gracie Abrams,2025-02-22,2025-02-22 13:23:52.852000-05:00,2025-02-22 23:53:52.852000+05:30,2025-02-22T18:23:52.852Z,alt z,166.3
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2025-02-22,2025-02-22 13:26:21.339000-05:00,2025-02-22 23:56:21.339000+05:30,2025-02-22T18:26:21.339Z,,147.973
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",2025-02-22,2025-02-22 13:29:59.400000-05:00,2025-02-22 23:59:59.400000+05:30,2025-02-22T18:29:59.400Z,"soft pop, pop",217.706
千年之戀,F.I.R.,2025-02-22,2025-02-22 13:33:48.185000-05:00,2025-02-23 00:03:48.185000+05:30,2025-02-22T18:33:48.185Z,mandopop,228.173
Lucky Strike,Maroon 5,2025-02-22,2025-02-22 13:36:53.953000-05:00,2025-02-23 00:06:53.953000+05:30,2025-02-22T18:36:53.953Z,pop,185.293
Lost,Maroon 5,2025-02-22,2025-02-22 13:39:46.940000-05:00,2025-02-23 00:09:46.940000+05:30,2025-02-22T18:39:46.940Z,pop,172.597
Maneater,Nelly Furtado,2025-02-22,2025-02-22 13:44:06.479000-05:00,2025-02-23 00:14:06.479000+05:30,2025-02-22T18:44:06.479Z,"canadian latin, canadian pop, dance pop, pop",258.893
Ain't Together,King Princess,2025-02-22,2025-02-22 13:47:29.309000-05:00,2025-02-23 00:17:29.309000+05:30,2025-02-22T18:47:29.309Z,"alt z, indie pop, nyc pop",202.28
People Watching,Conan Gray,2025-02-22,2025-02-22 13:50:08.367000-05:00,2025-02-23 00:20:08.367000+05:30,2025-02-22T18:50:08.367Z,"bedroom pop, pop, pov: indie",158.536
"Good Luck, Babe!",Chappell Roan,2025-02-22,2025-02-22 13:53:47.242000-05:00,2025-02-23 00:23:47.242000+05:30,2025-02-22T18:53:47.242Z,indie pop,218.423
Close to the Sun,Anna Shoemaker,2025-02-22,2025-02-22 13:55:54.973000-05:00,2025-02-23 00:25:54.973000+05:30,2025-02-22T18:55:54.973Z,nyc indie rock,127.246
Risk,Gracie Abrams,2025-02-22,2025-02-22 13:56:00.657000-05:00,2025-02-23 00:26:00.657000+05:30,2025-02-22T18:56:00.657Z,alt z,191.586
APT.,"ROSÉ, Bruno Mars",2025-02-23,2025-02-22 20:07:56.138000-05:00,2025-02-23 06:37:56.138000+05:30,2025-02-23T01:07:56.138Z,k-pop,169.917
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Arcane, Stromae, Pomme",2025-02-23,2025-02-22 20:10:24.504000-05:00,2025-02-23 06:40:24.504000+05:30,2025-02-23T01:10:24.504Z,,147.973
DRIP,BABYMONSTER,2025-02-23,2025-02-22 20:13:25.988000-05:00,2025-02-23 06:43:25.988000+05:30,2025-02-23T01:13:25.988Z,5th gen k-pop,180.845
UP - KARINA Solo,aespa,2025-02-23,2025-02-22 20:16:13.037000-05:00,2025-02-23 06:46:13.037000+05:30,2025-02-23T01:16:13.037Z,k-pop girl group,166.64
Chammak Challo,"Akon, Hamsika Iyer",2025-02-23,2025-02-22 20:20:00.591000-05:00,2025-02-23 06:50:00.591000+05:30,2025-02-23T01:20:00.591Z,,227.091
"Chahun Main Ya Naa (From ""Aashiqui 2"")","Palak Muchhal, Arijit Singh",2025-02-23,2025-02-22 20:25:06.060000-05:00,2025-02-23 06:55:06.060000+05:30,2025-02-23T01:25:06.060Z,"bollywood, hindi pop, gujarati garba, desi",304.899
1-800-hot-n-fun,LE SSERAFIM,2025-02-23,2025-02-22 20:29:15.043000-05:00,2025-02-23 06:59:15.043000+05:30,2025-02-23T01:29:15.043Z,k-pop girl group,173.431
Bloom,BOL4,2025-02-23,2025-02-22 21:45:50.993000-05:00,2025-02-23 08:15:50.993000+05:30,2025-02-23T02:45:50.993Z,k-pop,189.335
blue,yung kai,2025-02-23,2025-02-22 21:49:55.316000-05:00,2025-02-23 08:19:55.316000+05:30,2025-02-23T02:49:55.316Z,,214.357
Choo Lo,The Local Train,2025-02-23,2025-02-22 21:53:49.443000-05:00,2025-02-23 08:23:49.443000+05:30,2025-02-23T02:53:49.443Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Your Existence,Wonstein,2025-02-23,2025-02-22 21:57:14.144000-05:00,2025-02-23 08:27:14.144000+05:30,2025-02-23T02:57:14.144Z,,204.229
We Sink,SWAY,2025-02-23,2025-02-22 22:00:41.634000-05:00,2025-02-23 08:30:41.634000+05:30,2025-02-23T03:00:41.634Z,,206.97
For Love,10CM,2025-02-23,2025-02-22 22:00:47.979000-05:00,2025-02-23 08:30:47.979000+05:30,2025-02-23T03:00:47.979Z,"indie korea, k-pop",213.019
Bags,Clairo,2025-02-24,2025-02-24 11:22:33.748000-05:00,2025-02-24 21:52:33.748000+05:30,2025-02-24T16:22:33.748Z,"bedroom pop, indie pop, pov: indie",260.519
That’s So True,Gracie Abrams,2025-02-24,2025-02-24 11:25:20.541000-05:00,2025-02-24 21:55:20.541000+05:30,2025-02-24T16:25:20.541Z,alt z,166.3
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-02-24,2025-02-24 11:28:48.728000-05:00,2025-02-24 21:58:48.728000+05:30,2025-02-24T16:28:48.728Z,"k-rap, k-rock",207.666
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-02-24,2025-02-24 11:30:48.399000-05:00,2025-02-24 22:00:48.399000+05:30,2025-02-24T16:30:48.399Z,,119.16
Appassionata,Bae Bo Ram,2025-02-24,2025-02-24 11:33:00.828000-05:00,2025-02-24 22:03:00.828000+05:30,2025-02-24T16:33:00.828Z,korean soundtrack,131.712
Close To You,Gracie Abrams,2025-02-24,2025-02-24 11:36:47.072000-05:00,2025-02-24 22:06:47.072000+05:30,2025-02-24T16:36:47.072Z,alt z,225.973
CRY - from SawanoHiroyuki[nZk] 10th Anniversary Studio Live,"SawanoHiroyuki[nZk], mizuki",2025-02-24,2025-02-24 11:40:10.325000-05:00,2025-02-24 22:10:10.325000+05:30,2025-02-24T16:40:10.325Z,"anime, j-pop, j-rock",266.938
The Tree from Mount Fuji,조영욱과 THE SOUNDTRACKINGS,2025-02-24,2025-02-24 12:58:20.908000-05:00,2025-02-24 23:28:20.908000+05:30,2025-02-24T17:58:20.908Z,,148.36
Wedding,조영욱과 THE SOUNDTRACKINGS,2025-02-24,2025-02-24 13:04:33.553000-05:00,2025-02-24 23:34:33.553000+05:30,2025-02-24T18:04:33.553Z,,299.173
The Tree from Mount Fuji,조영욱과 THE SOUNDTRACKINGS,2025-02-24,2025-02-24 13:10:20.399000-05:00,2025-02-24 23:40:20.399000+05:30,2025-02-24T18:10:20.399Z,,148.36
Wedding,조영욱과 THE SOUNDTRACKINGS,2025-02-25,2025-02-24 21:48:59.584000-05:00,2025-02-25 08:18:59.584000+05:30,2025-02-25T02:48:59.584Z,,299.173
Starboy,"The Weeknd, Daft Punk",2025-02-25,2025-02-24 21:53:05.670000-05:00,2025-02-25 08:23:05.670000+05:30,2025-02-25T02:53:05.670Z,,230.453
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",2025-02-25,2025-02-24 21:56:43.862000-05:00,2025-02-25 08:26:43.862000+05:30,2025-02-25T02:56:43.862Z,"soft pop, pop",217.706
Judas,Lady Gaga,2025-02-25,2025-02-24 22:03:05.371000-05:00,2025-02-25 08:33:05.371000+05:30,2025-02-25T03:03:05.371Z,"art pop, dance pop, pop",249.066
Me and the Devil,Soap&Skin,2025-02-25,2025-02-24 22:35:02.131000-05:00,2025-02-25 09:05:02.131000+05:30,2025-02-25T03:35:02.131Z,,185.0
Beautiful Now,"Zedd, Jon Bellion",2025-02-25,2025-02-25 11:31:57.887000-05:00,2025-02-25 22:01:57.887000+05:30,2025-02-25T16:31:57.887Z,"complextro, edm, german techno, pop, pop dance",218.293
Мало тебя,SEREBRO,2025-02-25,2025-02-25 11:35:43.915000-05:00,2025-02-25 22:05:43.915000+05:30,2025-02-25T16:35:43.915Z,russian pop,225.46
All Night (feat. Saweetie),"IVE, Saweetie",2025-02-25,2025-02-25 11:39:02.146000-05:00,2025-02-25 22:09:02.146000+05:30,2025-02-25T16:39:02.146Z,k-pop,197.763
Escape (feat. Hayla),"Kx5, deadmau5, Kaskade, HAYLA",2025-02-25,2025-02-25 11:43:03.093000-05:00,2025-02-25 22:13:03.093000+05:30,2025-02-25T16:43:03.093Z,melodic house,240.445
Hopeless Heart,"Keanu Silva, Toby Romeo, SACHA",2025-02-25,2025-02-25 11:45:35.506000-05:00,2025-02-25 22:15:35.506000+05:30,2025-02-25T16:45:35.506Z,future house,151.903
Liar,Harina,2025-02-25,2025-02-25 11:48:16.371000-05:00,2025-02-25 22:18:16.371000+05:30,2025-02-25T16:48:16.371Z,,157.092
Yellow,Coldplay,2025-02-26,2025-02-26 09:37:24.802000-05:00,2025-02-26 20:07:24.802000+05:30,2025-02-26T14:37:24.802Z,,266.773
Bags,Clairo,2025-02-26,2025-02-26 09:41:43.230000-05:00,2025-02-26 20:11:43.230000+05:30,2025-02-26T14:41:43.230Z,"bedroom pop, indie pop, pov: indie",260.519
Let Her Go,Passenger,2025-02-26,2025-02-26 09:45:55.100000-05:00,2025-02-26 20:15:55.100000+05:30,2025-02-26T14:45:55.100Z,"folk-pop, neo mellow",252.733
"Yennai Maatrum Kadhale (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Vignesh Shivan, Sid Sriram",2025-02-26,2025-02-26 09:50:46.332000-05:00,2025-02-26 20:20:46.332000+05:30,2025-02-26T14:50:46.332Z,"tamil pop, kollywood, tamil dance, tollywood, tamil hip hop, telugu pop",274.678
시작,Gaho,2025-02-26,2025-02-26 16:49:49.042000-05:00,2025-02-27 03:19:49.042000+05:30,2025-02-26T21:49:49.042Z,k-pop,202.44
For Love,10CM,2025-02-26,2025-02-26 16:53:35.908000-05:00,2025-02-27 03:23:35.908000+05:30,2025-02-26T21:53:35.908Z,"indie korea, k-pop",213.019
Together,Noel,2025-02-26,2025-02-26 16:58:22.359000-05:00,2025-02-27 03:28:22.359000+05:30,2025-02-26T21:58:22.359Z,korean pop,272.144
If We Love Again,윤상현,2025-02-26,2025-02-26 17:02:11.966000-05:00,2025-02-27 03:32:11.966000+05:30,2025-02-26T22:02:11.966Z,,230.226
Hello,Sohyang,2025-02-26,2025-02-26 17:06:16.662000-05:00,2025-02-27 03:36:16.662000+05:30,2025-02-26T22:06:16.662Z,"korean ost, korean pop",244.213
Timeless (feat. Playboi Carti),"The Weeknd, Playboi Carti",2025-02-26,2025-02-26 18:11:12.224000-05:00,2025-02-27 04:41:12.224000+05:30,2025-02-26T23:11:12.224Z,,256.0
Surfing in the Moonlight,TOMORROW X TOGETHER,2025-02-27,2025-02-26 20:24:17.707000-05:00,2025-02-27 06:54:17.707000+05:30,2025-02-27T01:24:17.707Z,k-pop,216.85
My Star,DOKO,2025-02-27,2025-02-26 20:28:13.842000-05:00,2025-02-27 06:58:13.842000+05:30,2025-02-27T01:28:13.842Z,soundtrack,235.56
By your side,So Soo Bin,2025-02-27,2025-02-26 20:32:42.048000-05:00,2025-02-27 07:02:42.048000+05:30,2025-02-27T01:32:42.048Z,korean r&b,248.213
WOOJOOIN,Seo YoungJu of Nerd Connection,2025-02-27,2025-02-26 20:37:11.291000-05:00,2025-02-27 07:07:11.291000+05:30,2025-02-27T01:37:11.291Z,,269.24
By your side,So Soo Bin,2025-02-27,2025-02-26 22:26:29.348000-05:00,2025-02-27 08:56:29.348000+05:30,2025-02-27T03:26:29.348Z,korean r&b,248.213
WOOJOOIN,Seo YoungJu of Nerd Connection,2025-02-27,2025-02-26 22:30:58.530000-05:00,2025-02-27 09:00:58.530000+05:30,2025-02-27T03:30:58.530Z,,269.24
Surfing in the Moonlight,TOMORROW X TOGETHER,2025-02-27,2025-02-26 22:34:35.446000-05:00,2025-02-27 09:04:35.446000+05:30,2025-02-27T03:34:35.446Z,k-pop,216.85
My Star,DOKO,2025-02-27,2025-02-26 22:38:31.120000-05:00,2025-02-27 09:08:31.120000+05:30,2025-02-27T03:38:31.120Z,soundtrack,235.56
Strangers,Kenya Grace,2025-02-27,2025-02-26 22:42:06.592000-05:00,2025-02-27 09:12:06.592000+05:30,2025-02-27T03:42:06.592Z,singer-songwriter pop,220.726
Heartless,The Weeknd,2025-02-27,2025-02-26 22:46:00.799000-05:00,2025-02-27 09:16:00.799000+05:30,2025-02-27T03:46:00.799Z,"canadian contemporary r&b, canadian pop, pop",198.266
good memories (Feat. ADORA),"Millionboy, ADORA",2025-02-28,2025-02-27 22:26:26.172000-05:00,2025-02-28 08:56:26.172000+05:30,2025-02-28T03:26:26.172Z,,195.68
